cell_id,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,signal9,signal10,signal11,signal12,signal13,signal14,signal15,signal16,signal17,signal18,signal19,signal20,signal21,signal22,signal23,signal24,signal25,signal26,signal27,signal28,signal29,signal30,signal31,signal32,signal33,signal34,signal35,signal36,signal37,signal38,signal39,signal40,signal41,signal42,signal43,signal44,signal45,signal46,signal47,signal48,signal49,signal50,signal51,signal52,signal53,signal54,signal55,signal56,signal57,signal58,signal59,signal60,signal61,signal62,signal63,signal64,signal65,signal66,signal67,signal68,signal69,signal70,signal71,signal72,signal73,signal74,signal75,signal76,signal77,signal78,signal79,signal80,signal81,signal82,signal83,signal84,signal85,signal86,signal87,signal88,signal89,signal90,signal91,signal92,signal93,signal94,signal95,signal96,signal97,signal98,signal99,signal100,signal101,signal102,signal103,signal104,signal105,signal106,signal107,signal108,signal109,signal110,signal111,signal112,signal113,signal114,signal115,signal116,signal117,signal118,signal119,signal120,signal121,signal122,signal123,signal124,signal125,signal126,signal127,signal128,signal129,signal130,signal131,signal132,signal133,signal134,signal135,signal136,signal137,signal138,signal139,signal140,signal141,signal142,signal143,signal144,signal145,signal146,signal147,signal148,signal149,signal150,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30
Loc11,21,12,1,3,11,15,1,2,7,5,5,0,7,3,9,0,9,14,8,8,1,7,1,4,4,5,4,8,21,5,6,0,14,10,1,5,2,11,0,11,13,3,0,5,2,14,2,18,9,9,0,0,0,0,0,0,0,0,0,2,2,0,4,1,0,1,1,1,0,0,2,2,1,1,0,0,0,1,4,1,2,2,0,1,5,2,0,0,0,0,1,0,2,0,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,1,1,0,0,3,0,0,1,0,0,1,2,0,1,0,0,3,3,1,0,3,0,2,0,2,4,5,0,1,2,0,0,0,2,3,0,0,3,2,0,6,2,4,1,1,4,0,0,10,4
Loc12,0,2,0,1,1,8,3,21,7,0,2,2,2,0,0,5,2,5,4,2,0,0,0,3,1,0,5,2,0,3,0,0,3,0,3,0,3,2,5,1,5,3,2,0,5,5,10,1,4,1,3,3,2,3,0,7,5,1,7,0,0,2,2,10,4,3,6,0,4,6,2,0,1,6,0,1,3,11,3,0,5,0,2,3,6,2,2,1,2,0,0,2,1,3,2,16,0,0,0,0,0,3,2,0,3,0,3,1,0,6,1,1,0,0,9,1,0,2,2,2,2,0,0,0,0,1,2,3,1,3,0,2,2,1,5,1,2,6,0,9,1,1,1,1,6,4,1,1,4,5,0,3,9,1,0,9,4,0,0,0,9,0,0,11,0,0,1,0,0,0,2,0,1,0,1,4,0,5,2,0
Loc13,2,10,4,16,7,3,1,4,2,4,3,2,2,0,1,20,22,2,0,5,2,24,7,10,4,0,6,2,6,2,15,6,1,2,16,7,2,8,3,9,3,0,10,0,4,2,9,57,6,2,0,1,1,0,1,1,2,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,2,0,2,0,0,1,0,2,0,1,1,1,1,0,1,0,1,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,3,3,4,6,7,3,2,0,0,1,1,7,5,1,1,7,2,0,0,0,2,1,0,0,1,0,2,1,0,0
Loc14,2,0,4,0,2,2,2,5,2,0,0,3,2,0,1,1,0,1,0,2,7,1,1,1,1,1,5,0,7,5,3,0,5,1,13,3,0,4,3,0,0,3,0,2,9,0,9,4,0,0,0,2,0,1,0,3,2,0,4,0,6,0,1,2,0,5,2,1,5,9,3,0,1,2,1,3,0,0,0,1,0,1,4,3,0,3,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,2,5,3,3,2,5,1,3,2,1,0,1,0,0,1,2,1,7,0,0,1,0,0,2,6,8,4,3,1,0,1,2,2,3,0,6,0,4,1,2,0,1,2,1,0,1,5,6,3,0,4,0,1,1,2,3,1,4,2,0,6,1,2,1,1,9,1,5,0,0,0,1,7,0,4,2,0,0,1
Loc15,3,5,1,0,3,0,2,1,0,3,1,1,4,5,1,1,4,0,5,0,0,5,4,1,1,0,9,2,1,0,0,1,0,2,3,0,1,1,0,1,0,0,0,1,0,3,2,0,0,7,0,0,6,2,5,3,1,7,1,5,0,0,0,2,0,1,0,0,1,1,0,2,0,0,8,0,2,0,0,4,1,0,7,0,0,1,0,0,0,5,1,0,0,0,1,4,0,2,3,4,3,0,3,1,3,1,3,1,3,1,0,1,0,0,0,0,1,4,2,5,0,0,0,1,1,0,1,2,1,9,0,0,4,2,2,0,1,0,3,0,2,2,4,2,1,1,1,0,0,1,1,0,0,2,1,0,1,4,6,0,10,5,0,10,2,0,0,2,2,2,0,2,3,3,2,0,3,0,3,0
Loc16,11,18,14,19,13,14,13,2,0,8,2,9,3,21,6,6,4,11,9,34,3,22,2,4,5,9,5,1,4,6,7,0,6,10,11,0,22,17,0,7,11,4,0,3,2,4,1,22,2,13,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,1,1,0,1,0,1,2,3,0,1,0,2,2,0,1,0,0,0,0,2,1,0,3,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,5,0,4,0,1,1,0,0,0,0,3,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,3,0,0,3,2,0,1,0,2,8,1,2,1,1,2,0,1,2,2,0,0,4
Loc17,1,0,0,0,4,5,4,2,0,1,0,0,1,3,2,11,1,7,5,0,2,2,0,2,0,1,1,1,2,0,6,0,1,6,0,0,2,0,2,1,2,7,0,1,2,0,0,4,3,2,0,2,4,2,2,0,4,3,0,0,1,2,2,3,2,2,1,0,2,1,2,2,2,2,0,4,1,0,4,1,5,2,1,0,5,1,1,2,1,4,0,0,7,1,1,0,3,1,5,1,3,1,0,0,0,2,7,2,0,0,1,3,0,1,0,3,0,0,3,0,12,6,3,1,2,0,0,0,3,0,0,0,0,2,0,1,1,6,1,0,0,0,0,0,7,0,10,2,1,5,0,3,3,7,2,14,1,0,0,0,6,0,1,3,2,3,1,0,2,0,5,0,0,3,5,2,0,3,3,2
Loc18,4,1,0,7,0,0,2,0,3,5,2,0,2,1,2,2,0,1,7,3,5,0,0,1,4,0,1,3,1,1,5,0,5,2,2,1,1,0,3,0,5,3,7,0,1,2,0,0,1,0,5,7,2,1,2,4,3,0,0,3,4,2,1,1,1,0,1,0,1,0,1,5,1,0,5,1,6,0,2,8,1,0,2,0,0,0,2,4,7,4,0,0,2,4,2,0,5,0,1,6,0,0,0,5,2,2,1,0,2,8,1,1,0,0,0,6,0,1,5,2,2,0,4,7,1,2,0,0,3,1,1,0,6,0,0,0,2,2,7,1,5,2,0,0,8,2,1,3,3,1,11,0,2,4,1,0,1,1,2,3,0,0,0,0,2,0,9,3,0,1,2,3,11,0,5,1,9,5,1,9
Loc19,0,1,4,0,0,1,1,9,1,1,0,0,1,6,1,1,0,0,0,4,0,1,0,0,0,6,0,0,0,0,3,10,1,2,2,5,1,1,1,10,2,2,9,0,0,0,6,3,2,5,1,0,1,4,3,0,2,5,4,7,0,0,1,1,2,0,0,2,9,0,2,9,2,7,1,2,1,1,1,1,4,1,5,0,0,3,1,1,0,1,1,1,1,1,3,0,2,1,3,5,2,1,6,0,3,0,2,1,3,0,1,10,0,1,1,2,0,3,1,1,5,4,1,1,0,3,1,3,1,1,2,3,0,1,0,1,0,0,0,0,4,1,0,2,0,2,5,0,5,0,11,1,0,0,4,1,0,6,0,1,0,2,0,0,0,5,1,3,0,1,0,2,0,4,1,6,5,0,1,1
Loc20,0,2,2,0,6,1,2,1,0,0,1,0,1,3,5,4,1,0,0,1,0,1,2,6,0,5,0,0,4,0,1,0,1,2,1,3,1,2,3,1,3,0,2,3,0,0,0,0,1,3,2,0,1,10,4,0,4,0,1,0,2,0,8,3,9,8,0,2,0,4,0,1,1,0,3,1,1,3,1,1,0,1,3,2,5,0,1,3,1,1,0,3,0,3,0,1,0,0,0,0,1,4,2,2,2,1,1,2,2,0,4,1,4,0,4,3,10,2,0,1,1,0,1,0,0,1,0,2,2,1,0,0,1,0,0,9,1,4,0,3,2,7,2,1,2,1,3,0,3,4,9,5,0,1,5,0,0,6,6,0,0,1,0,1,2,4,0,2,0,3,3,3,1,3,6,3,4,1,5,1
Loc21,7,7,5,9,3,15,6,6,7,21,9,2,14,11,7,11,9,8,5,8,3,2,2,0,3,5,5,0,12,11,3,1,10,5,4,4,5,5,0,49,22,14,15,2,9,5,17,0,9,6,0,0,0,1,0,2,0,0,0,0,1,2,0,2,0,0,3,3,1,0,1,3,0,0,1,0,0,2,0,1,3,2,0,1,0,1,2,0,0,0,0,0,3,0,0,0,1,3,0,1,0,2,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,2,0,0,3,0,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,6,0,0,1,2,0,3,2,3,1,0,1,4,4,1,0,2,5,3,0,5,0,1,3,11,0,3,1,2,2,0,1,2,2,0,13,2,5
Loc22,5,1,6,6,8,11,6,0,3,17,0,3,17,4,10,9,2,5,17,4,0,2,4,0,2,5,7,1,9,7,8,3,5,0,12,30,21,17,5,2,1,3,8,1,2,37,0,0,4,6,2,0,1,5,0,0,1,0,4,0,1,0,3,0,2,0,0,1,0,0,1,2,1,0,0,2,2,0,0,1,0,2,2,2,3,0,0,2,0,0,1,0,0,3,1,0,0,2,1,2,0,2,0,0,0,3,3,0,0,2,0,2,0,0,0,4,1,0,0,3,2,0,0,0,1,0,1,2,1,0,1,3,0,0,1,0,0,0,0,0,0,4,0,0,3,0,2,1,2,0,1,6,0,2,0,4,3,1,3,1,0,7,0,1,0,0,1,2,6,1,3,2,3,5,3,0,0,1,0,0
Loc23,8,13,0,8,0,2,7,10,46,0,11,4,6,17,7,1,24,0,4,0,6,4,1,10,11,15,12,0,15,0,2,0,3,27,0,16,1,20,0,0,10,5,3,4,13,1,3,10,1,5,2,0,2,0,1,1,1,4,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,3,2,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,3,3,1,2,2,3,6,5,1,0,4,4,1,1,1,0,1,1,0,0,2,0,1,0,3,1,0,9,3,3,0,2
Loc24,24,4,0,2,2,6,1,4,4,45,2,9,4,7,4,6,2,20,5,2,4,4,11,5,10,3,0,5,42,13,11,0,5,9,0,2,1,2,20,13,0,5,15,6,0,0,14,3,5,3,2,0,4,0,0,0,1,1,3,0,2,0,0,0,1,0,0,0,1,2,1,0,1,3,0,0,0,0,0,0,2,0,0,1,4,0,1,0,0,0,1,2,1,2,0,0,0,2,0,0,1,0,0,3,0,0,0,0,2,1,0,2,2,3,0,3,0,0,0,1,0,0,4,3,0,0,2,0,0,4,1,0,1,0,0,0,5,0,1,2,0,1,0,0,0,0,2,1,1,0,2,0,0,1,10,1,0,12,15,0,4,2,0,1,1,0,0,4,1,0,1,4,5,4,3,1,7,0,3,1
Loc25,0,8,0,8,12,0,0,1,4,4,0,1,20,24,9,1,18,3,2,1,20,2,0,4,3,6,3,5,0,8,9,1,1,1,3,3,1,3,7,0,5,23,11,1,26,3,10,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,2,0,1,0,0,1,0,3,0,1,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3,5,0,2,0,5,1,1,0,0,0,0,0,0,1,1,1,3,1,3,0,3,4,1,0,1,2,0,5,4,6,2,1,3,0,0,0,2,1,7,0,1,4,1,5
Loc26,0,0,3,2,5,0,2,3,0,4,6,0,0,4,3,0,7,4,0,2,7,0,1,6,1,2,6,5,1,2,0,4,9,3,2,1,1,1,1,1,2,1,0,3,3,0,1,0,5,0,2,3,2,2,2,2,1,7,0,0,1,2,9,3,0,1,0,2,3,0,3,2,1,0,1,3,3,2,1,1,5,4,1,4,1,2,4,2,4,9,2,6,1,2,0,2,0,0,0,1,3,0,7,0,3,0,0,2,1,2,2,2,1,0,2,0,1,2,6,4,1,1,3,0,4,4,2,0,1,0,1,12,10,0,8,11,2,2,1,3,2,4,0,1,6,0,1,16,0,4,7,0,4,2,3,0,5,0,0,2,4,1,0,0,0,1,3,0,7,1,0,2,1,6,9,4,1,0,7,0
Loc27,5,7,4,5,1,0,0,0,1,0,1,2,0,1,1,2,0,1,6,5,0,1,2,3,3,0,0,5,0,0,14,1,1,0,0,2,3,2,1,6,1,1,0,2,1,2,0,0,0,0,0,0,2,2,0,1,0,1,1,1,3,7,1,0,1,1,1,2,2,0,0,0,0,1,3,3,0,0,1,2,3,0,0,4,0,0,5,1,3,3,3,1,0,0,0,0,2,5,2,0,1,1,2,5,2,0,9,3,1,0,2,3,0,0,9,3,1,4,1,1,0,1,2,2,1,1,6,0,1,3,0,3,1,2,0,2,5,2,2,1,5,7,0,0,2,9,3,3,4,3,1,2,0,1,2,4,1,0,1,0,0,1,1,0,0,0,8,1,2,2,2,2,3,3,2,20,0,3,0,1
Loc28,3,5,0,23,11,19,10,5,3,2,2,7,10,1,0,14,18,1,4,4,2,8,11,10,1,11,2,0,5,1,9,4,8,1,1,1,21,3,4,9,0,4,13,14,7,2,9,4,4,7,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,5,1,2,0,0,3,3,0,1,7,1,1,1,0,0,1,0,1,0,1,4,2,1,4,0,5,1,3,0,1,0,5,2,0,0,1,1,0,6,2,0,0,0,7,0,3
Loc29,1,31,3,13,19,14,3,2,8,1,13,7,0,9,4,3,28,1,3,2,3,4,13,2,10,2,3,3,1,9,13,26,23,6,9,0,6,4,5,11,11,12,13,13,2,11,5,0,4,1,2,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,0,1,0,1,0,0,4,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,6,1,0,1,2,0,0,0,1,0,2,6,0,0,1,0,0,0,0,0,1,2,0,0,18,5,2,2,1,1,2,3,7,7,8,0,2,1,1,5,5,6,2,0,6,0,0,2,7,1
Loc30,4,14,4,10,5,12,2,8,2,3,26,7,1,10,0,2,0,3,7,13,22,0,6,4,13,5,3,0,5,4,30,1,3,2,7,9,6,6,8,1,4,17,2,7,2,0,1,0,0,1,1,0,0,0,1,1,2,0,2,1,0,0,0,0,4,0,0,1,1,0,0,1,0,0,1,2,2,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,1,6,0,2,0,1,0,2,0,0,1,1,0,0,0,3,4,0,0,0,2,0,2,2,0,2,1,1,1,9,1,0,0,1,0,6,0,0,4,1,0,0,1,2,0,0,0,2,1,0,1,4,2,0,0,2,4,7,0,2,0,0,3,9,9,4,4,1,0,0,1,6,0,5,2,9
Loc31,1,4,3,4,6,6,6,2,19,1,6,10,5,1,1,0,9,10,6,13,2,9,2,32,12,1,14,6,2,37,1,14,2,8,8,5,12,1,6,8,19,15,7,2,9,3,6,1,3,14,0,0,0,0,0,0,5,2,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,1,2,0,0,2,1,4,1,0,0,5,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,4,0,3,2,3,1,0,6,2,0,10,1,0,0,0,0,3,4,1,2,0,0,0,1,5
Loc32,0,0,3,0,6,0,0,10,0,2,0,0,1,0,0,0,5,2,1,1,1,2,3,0,9,0,6,1,1,0,4,0,3,0,1,4,2,1,6,0,2,1,0,0,0,7,0,2,1,5,8,4,1,6,1,0,1,1,0,0,1,1,3,4,3,6,0,2,1,2,1,3,3,1,1,0,4,3,0,4,4,2,2,1,1,3,1,0,1,4,8,0,4,1,0,0,2,0,0,0,1,0,3,3,1,3,7,2,0,0,3,5,1,1,2,3,1,0,0,4,0,3,1,5,0,1,3,4,0,0,4,0,0,8,0,7,3,0,0,0,0,1,0,0,1,3,0,0,2,3,2,6,0,0,0,7,4,3,0,0,9,1,1,0,0,3,4,3,2,0,0,0,3,4,0,5,1,4,0,0
Loc33,4,3,8,1,2,3,0,3,6,1,2,1,4,8,3,4,7,0,1,2,1,3,1,5,0,2,3,1,0,1,0,5,1,0,1,1,1,1,3,0,1,5,7,3,4,3,2,1,4,0,0,0,1,2,0,0,0,6,2,5,3,3,0,7,2,0,5,1,3,3,3,4,0,1,0,2,1,7,2,1,3,9,4,0,0,0,3,1,2,1,1,0,2,3,1,5,0,2,0,0,1,2,1,4,1,0,0,2,0,5,1,9,7,3,3,1,1,6,0,2,0,0,3,3,3,2,0,0,1,3,2,0,4,6,1,7,0,4,3,0,0,0,2,0,8,0,1,2,1,0,3,1,4,5,2,0,5,3,3,1,0,0,0,1,0,2,2,1,1,3,1,2,0,3,2,0,0,0,2,4
Loc34,8,2,2,0,17,0,1,2,1,1,4,1,3,3,3,3,6,0,2,0,0,1,1,1,4,0,0,0,1,2,0,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,2,5,6,0,0,0,0,4,7,5,0,4,5,0,0,0,2,2,0,1,0,2,0,0,0,0,2,1,0,1,1,0,0,9,1,1,1,0,2,1,5,4,0,0,1,2,0,4,0,1,2,0,1,0,12,3,0,0,13,2,1,0,3,1,1,1,3,0,4,0,1,0,4,0,9,2,2,2,0,1,1,4,0,0,3,0,4,0,3,3,4,1,1,0,0,0,0,0,12,8,4,3,2,7,1,2,1,0,1,1,0,1,5,1,0,0,5,1,0,1,1,0,5,0,1,1,0,3,1,2,3,0,0,1
