cell_id,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,signal9,signal10,signal11,signal12,signal13,signal14,signal15,signal16,signal17,signal18,signal19,signal20,signal21,signal22,signal23,signal24,signal25,signal26,signal27,signal28,signal29,signal30,signal31,signal32,signal33,signal34,signal35,signal36,signal37,signal38,signal39,signal40,signal41,signal42,signal43,signal44,signal45,signal46,signal47,signal48,signal49,signal50,signal51,signal52,signal53,signal54,signal55,signal56,signal57,signal58,signal59,signal60,signal61,signal62,signal63,signal64,signal65,signal66,signal67,signal68,signal69,signal70,signal71,signal72,signal73,signal74,signal75,signal76,signal77,signal78,signal79,signal80,signal81,signal82,signal83,signal84,signal85,signal86,signal87,signal88,signal89,signal90,signal91,signal92,signal93,signal94,signal95,signal96,signal97,signal98,signal99,signal100,signal101,signal102,signal103,signal104,signal105,signal106,signal107,signal108,signal109,signal110,signal111,signal112,signal113,signal114,signal115,signal116,signal117,signal118,signal119,signal120,signal121,signal122,signal123,signal124,signal125,signal126,signal127,signal128,signal129,signal130,signal131,signal132,signal133,signal134,signal135,signal136,signal137,signal138,signal139,signal140,signal141,signal142,signal143,signal144,signal145,signal146,signal147,signal148,signal149,signal150,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30
Loc11,1,4,0,3,0,2,1,3,1,2,0,1,2,0,2,1,1,0,1,8,1,3,0,1,8,0,2,2,0,0,3,0,3,5,6,0,5,0,6,2,1,1,1,0,3,2,6,3,2,1,1,4,2,0,0,1,8,4,7,0,1,0,4,1,0,1,3,3,0,1,1,2,1,4,0,2,1,1,1,1,2,1,1,1,4,0,1,8,3,4,3,1,1,4,2,2,2,0,2,1,3,0,0,4,0,0,1,3,0,1,3,1,1,0,3,1,0,2,1,2,4,1,4,2,3,0,1,1,1,7,4,2,1,2,1,1,4,2,0,7,5,3,0,1,4,2,2,5,4,0,0,1,0,0,3,4,1,3,2,1,1,0,1,0,1,0,0,1,1,4,6,1,3,3,4,2,1,3,3,2
Loc12,2,0,0,1,2,0,0,0,5,1,1,4,1,0,6,5,6,1,2,2,3,1,5,1,0,1,0,3,1,0,3,5,0,3,4,0,1,1,1,5,2,1,0,2,1,0,1,4,2,2,2,7,1,4,1,3,1,2,1,5,2,3,6,5,0,0,0,2,5,5,5,0,3,3,3,0,4,1,1,3,1,8,6,5,5,1,1,2,2,4,0,4,2,3,0,0,1,1,5,0,1,1,6,2,0,3,1,3,0,2,3,0,1,4,0,0,4,5,1,2,1,2,2,4,2,7,1,1,1,1,3,4,3,5,4,1,3,0,1,6,1,2,1,1,2,1,0,4,0,0,1,1,4,4,2,0,1,1,1,2,1,1,0,0,0,6,0,3,3,1,1,0,3,4,0,2,6,1,1,1
Loc13,0,0,3,2,4,4,0,0,0,8,0,4,4,0,4,3,7,0,2,0,0,0,3,0,0,1,2,3,2,2,2,0,1,0,1,2,4,1,6,0,8,1,2,3,1,0,6,0,4,2,0,0,3,6,0,1,8,1,0,0,2,1,1,1,2,2,1,2,2,4,3,2,0,1,0,4,2,1,2,0,3,0,2,1,4,1,1,7,1,0,4,4,3,2,1,9,2,2,3,0,2,0,2,2,1,2,2,2,3,2,0,3,6,2,1,2,2,7,4,4,4,1,2,5,0,8,2,8,2,2,0,7,1,3,1,2,1,3,1,0,0,3,0,1,2,1,4,2,0,1,1,0,0,1,7,4,3,2,0,2,4,1,0,0,1,2,1,0,2,4,1,3,2,2,0,2,0,3,1,1
Loc14,1,1,1,3,2,0,0,2,3,0,1,2,1,1,5,6,15,3,1,3,1,1,0,1,0,3,1,2,4,0,8,4,0,2,3,4,6,7,0,6,1,2,3,4,5,0,1,3,0,0,3,0,6,3,2,0,5,5,1,7,2,2,1,10,2,1,3,2,2,1,0,0,1,3,2,1,1,1,5,1,2,0,1,1,2,5,0,2,3,2,4,0,1,3,0,0,3,1,1,0,3,3,5,0,2,1,9,9,7,1,1,3,2,2,0,2,0,6,4,3,1,0,3,1,5,2,0,0,1,5,0,0,2,3,0,5,3,0,3,3,1,2,0,3,2,1,2,0,7,0,0,0,0,1,2,1,2,0,5,4,3,6,1,4,1,2,3,1,1,4,6,2,11,2,3,3,4,0,1,0
Loc15,2,0,0,5,5,3,2,6,4,1,0,8,3,3,6,3,5,8,3,5,0,0,0,3,0,4,1,0,2,1,3,2,1,2,2,1,1,2,1,2,4,2,0,2,0,2,2,1,2,6,3,2,0,5,4,0,4,1,4,0,2,0,5,5,2,0,1,1,1,1,2,0,2,0,2,4,7,2,4,3,3,2,0,2,2,0,4,0,3,0,0,9,3,2,2,2,1,0,0,2,5,3,0,3,0,1,4,1,3,1,1,0,2,0,1,7,1,0,2,2,3,5,1,1,0,0,1,2,4,1,2,2,1,1,0,1,2,5,1,3,2,1,0,1,1,3,4,1,0,2,2,2,0,5,5,1,3,3,0,4,1,1,2,0,2,1,4,1,2,1,1,3,4,1,1,1,1,1,3,6
Loc16,2,0,12,1,1,2,2,1,0,0,4,0,0,1,2,6,5,0,1,5,1,1,2,1,4,1,0,10,1,1,4,5,0,2,2,0,2,2,2,4,1,2,0,1,0,1,1,0,4,1,4,5,1,2,7,1,3,2,4,0,7,0,1,0,0,0,5,4,2,1,6,5,3,3,3,0,3,1,1,0,2,4,2,1,3,1,0,2,1,2,5,0,2,1,1,2,1,0,1,4,0,1,1,1,4,6,1,1,0,2,0,1,3,2,3,10,1,1,3,9,5,1,0,3,2,0,0,0,4,4,0,1,0,4,2,2,5,4,2,0,6,2,0,1,1,4,5,1,2,1,3,0,0,0,2,4,0,2,2,6,2,0,4,0,0,0,3,1,0,1,3,6,0,1,0,3,5,3,2,3
Loc17,2,0,4,1,1,2,4,0,0,2,4,1,6,1,0,4,8,1,0,6,1,3,3,5,0,1,0,3,3,4,0,3,2,4,0,0,2,0,0,1,0,5,0,0,0,0,1,5,0,1,0,3,1,1,0,2,1,0,0,1,1,2,3,1,3,4,3,2,0,4,2,5,0,1,1,4,1,1,0,2,1,3,0,0,4,1,2,0,3,1,0,0,1,4,5,1,5,3,0,1,0,0,0,2,1,0,4,2,2,1,4,2,3,2,10,4,0,3,0,0,2,0,1,0,3,3,3,1,1,0,2,4,0,1,2,7,4,7,2,1,2,0,1,1,6,0,1,0,2,4,6,6,1,1,2,1,4,0,6,0,2,0,2,0,1,3,1,0,4,3,7,1,4,0,1,8,0,1,1,0
Loc18,4,5,2,1,0,2,3,2,0,3,14,0,0,2,0,0,2,4,0,1,3,7,0,0,1,1,3,2,2,3,3,3,0,2,0,0,1,4,1,9,1,3,2,0,2,1,6,3,0,1,1,2,0,2,4,2,3,8,4,1,1,0,1,0,2,3,1,1,5,0,2,4,0,1,2,1,2,2,1,3,4,3,1,2,0,1,1,3,2,0,4,1,1,3,1,9,1,3,1,1,1,1,0,3,6,1,3,0,0,3,6,0,1,1,1,0,1,3,4,3,4,2,1,5,0,2,10,2,1,4,0,3,5,2,2,4,5,1,3,2,0,0,10,0,1,0,2,0,3,1,5,4,0,0,0,0,5,1,4,3,0,3,1,2,0,3,2,2,1,3,2,4,1,3,0,0,1,3,10,3
Loc19,0,0,1,5,1,2,2,1,6,0,1,1,6,1,8,1,2,0,3,0,6,3,0,1,1,0,1,0,2,4,2,3,0,1,2,3,1,7,3,0,0,3,0,4,0,0,6,2,0,2,0,2,2,2,0,4,0,2,4,1,0,1,11,1,2,3,0,0,4,0,0,3,0,0,1,4,3,1,0,3,1,1,0,0,0,0,1,0,1,0,0,10,1,2,1,0,4,4,2,3,0,0,2,1,1,3,2,1,1,5,1,0,2,4,3,0,2,5,0,0,2,1,4,3,0,0,2,4,0,1,3,2,1,2,0,4,1,4,1,1,3,1,1,0,0,6,4,5,0,2,6,7,3,2,1,0,4,3,0,2,7,2,2,0,2,2,0,3,0,1,1,2,6,1,2,0,0,1,1,1
Loc20,1,3,0,5,1,0,2,1,0,1,1,0,3,2,0,2,6,5,3,2,0,1,2,1,0,3,0,2,0,4,0,1,5,0,2,2,2,7,0,3,1,1,1,4,0,3,5,5,3,3,1,0,7,0,2,0,1,0,1,0,0,0,3,0,2,0,4,1,3,3,1,0,1,1,6,4,0,0,2,1,0,0,0,9,1,1,3,2,0,7,0,2,4,0,0,1,0,4,5,1,3,0,3,1,1,1,1,3,1,4,0,0,1,1,1,1,2,0,5,1,2,0,3,1,1,1,2,0,2,5,4,0,1,0,1,1,0,1,1,2,0,0,1,0,1,2,0,0,0,1,3,1,1,1,4,5,2,7,2,3,0,0,1,1,2,1,2,0,0,2,0,0,2,0,0,2,2,4,1,4
Loc21,2,10,1,0,3,0,0,3,1,1,4,2,3,2,1,1,0,2,0,8,1,4,8,4,3,0,4,3,5,3,0,1,1,5,1,3,0,1,2,1,1,3,2,3,4,4,5,2,1,10,4,3,1,1,0,3,4,4,2,0,2,1,2,2,3,5,1,0,1,3,3,4,3,3,5,5,2,4,0,1,1,1,2,4,5,2,0,3,2,6,2,1,0,4,2,1,4,3,1,1,2,4,0,2,2,8,0,0,0,1,2,0,2,1,1,0,1,5,2,1,2,2,2,7,0,1,2,2,3,11,1,1,4,3,1,1,4,0,1,2,0,3,2,6,1,4,1,0,1,1,0,1,1,7,1,5,1,0,1,4,0,2,1,5,4,0,8,4,2,4,0,2,1,2,2,2,0,2,0,3
Loc22,1,2,4,3,2,6,9,2,4,0,0,0,1,2,0,1,3,0,1,1,1,6,0,1,2,0,1,3,7,2,0,6,1,0,7,1,1,0,1,3,0,1,3,0,0,2,4,1,2,1,0,1,0,0,2,3,1,4,4,3,3,2,5,0,7,0,4,2,0,0,6,4,1,0,9,3,2,5,1,2,1,0,1,1,0,6,1,6,3,2,0,3,0,1,1,2,3,0,1,1,2,1,0,0,8,0,2,3,0,0,0,6,0,2,0,0,4,3,5,0,1,2,0,5,3,1,0,1,2,2,9,1,2,0,1,2,5,2,1,2,3,1,3,4,3,3,2,8,3,1,5,3,0,3,1,7,5,0,2,0,1,2,4,3,3,0,6,5,8,2,0,0,2,2,1,5,3,0,4,2
Loc23,3,1,5,1,0,3,0,1,2,4,4,4,1,0,3,3,1,1,2,2,0,5,0,0,2,0,3,4,0,2,5,1,5,2,7,2,2,5,1,4,0,1,0,4,4,3,0,1,0,1,1,1,2,3,0,0,1,1,0,5,1,1,3,1,0,5,1,4,0,4,1,2,0,6,9,1,2,2,1,4,0,2,7,2,0,4,4,2,3,0,6,1,3,1,0,3,3,1,2,0,1,0,1,1,0,3,0,1,3,4,0,5,1,2,2,2,1,1,6,1,2,0,4,2,1,1,0,6,0,3,2,3,4,2,0,3,1,4,0,1,1,1,1,1,0,3,1,2,3,7,4,0,3,1,3,0,0,4,8,2,0,0,9,1,1,3,2,3,3,1,4,1,0,1,4,0,0,0,4,0
Loc24,0,4,1,0,0,1,5,2,0,6,4,1,5,2,3,3,1,2,3,0,3,1,0,0,0,2,2,1,0,8,2,0,1,1,5,4,0,0,0,1,4,2,2,1,3,0,0,1,9,3,4,0,9,3,3,7,0,0,0,3,1,5,3,0,10,2,5,5,1,2,0,1,1,1,0,1,1,0,1,1,0,7,2,2,2,7,1,1,1,0,5,2,2,1,2,2,0,2,1,0,5,2,1,1,1,4,1,2,0,0,4,1,1,2,1,3,0,2,1,1,0,1,2,3,0,3,0,3,0,1,3,2,2,1,0,0,1,1,6,0,1,1,2,1,3,9,1,2,0,3,2,1,2,5,2,1,4,0,2,0,4,0,1,0,1,0,0,3,0,1,0,5,4,1,2,2,2,0,5,1
Loc25,0,5,2,5,1,0,1,0,1,1,5,0,0,0,0,2,1,2,0,0,2,1,2,3,0,2,5,4,0,2,0,3,0,3,4,1,1,1,1,2,2,3,1,3,2,0,0,1,1,0,0,3,1,1,1,4,9,1,3,5,5,6,3,6,2,0,2,0,1,4,1,1,3,1,3,1,0,3,0,1,3,5,0,2,3,1,0,1,5,2,0,3,1,0,6,4,0,2,0,0,9,6,2,3,0,0,3,5,3,0,10,7,5,1,0,0,1,0,4,3,2,1,3,0,0,3,0,1,1,4,0,1,9,8,0,1,0,4,1,3,2,1,3,0,1,0,1,3,8,2,1,0,0,2,3,2,0,1,3,1,0,1,0,3,0,1,0,2,1,10,0,1,2,0,1,4,1,3,2,1
Loc26,2,4,3,1,0,2,0,0,3,0,1,2,3,0,3,2,3,0,1,6,4,0,1,1,4,0,6,4,0,0,1,0,1,2,4,2,1,0,2,10,2,0,0,0,1,0,1,2,0,0,1,1,1,1,4,2,4,3,2,2,0,1,1,2,2,3,3,1,0,2,2,1,8,1,1,1,1,1,2,9,1,0,0,0,0,0,0,2,1,2,1,1,6,1,0,0,0,0,1,8,2,2,3,2,0,1,2,3,0,0,0,2,0,3,3,2,2,3,0,1,4,0,0,0,0,2,0,1,2,1,0,3,1,0,2,0,2,2,1,4,1,2,1,1,2,0,0,5,0,1,1,2,1,5,2,3,3,7,6,5,5,1,1,2,1,0,0,3,1,1,5,3,1,3,8,1,1,0,1,1
Loc27,3,1,7,1,3,3,1,2,6,0,2,4,2,0,2,8,4,4,1,3,2,0,2,0,0,1,1,0,0,1,2,2,2,0,2,0,8,0,2,1,0,1,0,1,3,4,0,3,0,0,2,3,0,5,0,1,1,4,0,6,1,1,5,1,0,4,1,2,0,1,0,0,2,1,0,2,1,2,1,0,0,0,2,3,2,0,9,2,0,1,2,3,0,0,1,0,0,0,3,2,0,0,0,0,1,4,7,1,2,1,1,2,3,3,3,0,9,3,2,4,2,2,0,2,0,0,3,0,2,0,6,0,0,1,0,1,0,0,5,3,4,10,1,2,2,4,5,2,2,2,4,0,1,3,6,0,3,4,3,2,6,4,2,7,2,5,1,6,3,1,7,4,1,1,4,2,0,0,7,2
Loc28,1,3,1,1,2,0,5,0,2,2,7,0,0,1,0,1,0,1,3,0,0,2,3,1,1,0,5,2,2,0,2,3,2,0,2,1,0,1,1,2,3,1,9,6,0,1,0,2,5,1,1,2,1,2,8,1,2,2,2,0,2,6,1,0,1,0,1,3,1,4,0,1,0,1,7,2,3,0,2,2,2,0,4,3,0,0,4,0,2,1,3,0,7,4,2,6,2,1,0,1,2,0,4,0,2,4,4,1,1,1,1,12,0,2,2,1,5,0,4,3,0,3,3,0,2,0,3,0,1,1,0,3,3,1,2,8,6,1,2,2,1,3,2,0,2,1,1,2,5,5,2,0,1,6,0,2,0,6,0,2,3,1,7,3,3,3,3,3,1,3,1,0,10,0,3,5,1,0,2,4
Loc29,2,0,0,3,0,4,1,0,2,4,2,4,0,2,6,2,0,3,0,3,1,1,0,0,2,6,1,4,1,8,2,1,2,1,2,1,3,0,0,1,1,5,6,2,3,1,4,0,4,0,0,2,0,4,3,2,4,6,0,4,6,1,1,2,2,1,2,0,1,2,2,3,6,6,0,6,1,3,8,1,0,3,0,5,1,1,2,2,2,4,1,1,0,1,0,4,2,1,1,0,3,3,0,0,1,1,4,0,2,1,0,4,1,1,0,0,1,0,0,3,2,1,0,0,0,2,4,5,5,0,4,2,2,1,3,0,3,1,0,4,4,0,3,1,1,3,2,3,2,0,3,1,4,4,3,3,4,0,0,8,3,2,2,2,2,1,2,0,6,2,0,4,1,0,4,2,4,3,0,0
Loc30,3,9,1,0,1,2,2,0,5,2,2,6,0,6,2,0,2,0,2,1,1,1,1,8,2,0,1,4,1,1,1,5,3,0,1,3,0,0,4,6,2,3,0,1,3,1,3,3,2,2,2,4,4,5,3,0,1,1,0,5,1,0,4,1,1,2,4,1,1,1,2,1,2,2,2,1,1,1,5,2,1,0,2,0,2,0,4,2,3,0,2,3,5,6,2,0,3,2,5,1,3,2,5,0,1,2,0,2,1,3,0,3,0,3,3,1,3,2,2,0,1,2,0,3,2,6,2,0,10,2,0,0,2,7,3,3,2,0,3,0,6,2,2,2,0,5,2,1,2,1,1,4,1,4,1,7,3,6,1,1,0,2,1,0,0,2,0,0,0,0,4,1,4,0,2,0,1,0,4,1
Loc31,0,0,1,6,6,2,4,0,2,2,0,1,3,1,4,1,0,1,5,2,1,1,0,0,3,5,12,3,3,1,2,0,2,0,1,4,2,0,1,3,2,0,1,3,1,0,0,0,2,2,1,2,3,5,5,1,2,1,3,3,0,2,1,3,1,2,1,2,4,1,1,0,3,6,2,3,3,0,4,5,2,8,0,5,1,3,0,0,1,5,0,0,1,3,1,0,0,3,4,4,1,2,6,3,0,2,0,2,2,0,0,1,0,2,1,0,3,4,1,3,0,3,2,0,1,3,1,1,5,2,2,3,3,0,0,2,2,0,1,0,0,5,4,0,1,8,3,1,1,2,1,2,0,2,1,0,2,0,1,3,0,1,2,1,3,0,0,0,0,1,0,3,0,3,4,1,6,2,3,5
Loc32,2,3,1,3,2,0,0,4,3,1,1,1,3,3,1,4,8,2,2,3,3,3,2,1,0,0,2,8,0,0,2,0,6,4,1,0,3,0,3,2,13,0,1,2,5,2,6,2,4,3,1,0,1,1,0,0,1,2,8,1,2,4,0,1,0,0,2,3,1,3,4,9,3,0,0,0,0,6,1,1,2,3,2,0,0,8,0,1,13,1,2,5,2,0,3,8,3,2,3,0,0,2,2,3,0,7,4,1,1,5,0,1,1,0,1,1,2,2,1,1,3,1,0,5,3,1,1,4,7,0,2,5,1,3,1,1,0,1,1,6,0,1,10,0,3,4,0,0,3,1,4,2,0,2,0,1,11,0,0,3,3,3,3,3,0,5,3,0,0,2,0,2,4,5,6,2,1,5,0,1
Loc33,2,1,2,2,1,2,0,2,2,0,0,1,1,4,0,1,2,2,0,4,0,1,0,1,1,5,0,6,0,0,1,4,0,5,3,3,7,3,5,4,5,7,1,0,1,9,2,1,3,0,2,1,5,4,2,1,1,0,0,4,2,0,5,5,1,0,5,2,0,0,3,4,9,2,1,0,2,3,1,2,2,0,0,1,2,4,2,2,4,3,4,3,2,1,0,3,3,11,2,1,1,0,1,5,0,4,2,2,0,1,1,0,0,5,4,0,7,5,2,1,0,7,1,0,0,6,3,6,2,0,0,3,1,4,0,5,3,1,1,1,3,1,3,0,0,4,3,1,1,1,1,1,1,2,5,3,2,6,3,2,1,2,5,1,0,1,0,2,1,1,2,4,2,2,2,2,0,4,0,0
Loc34,1,4,3,1,2,10,4,2,4,2,6,3,2,6,2,3,2,1,2,1,0,3,2,2,0,1,2,9,7,2,5,3,0,0,0,0,1,2,1,1,2,3,1,4,0,2,5,1,2,1,3,3,3,0,1,3,1,3,0,1,2,2,0,0,1,0,6,1,4,1,3,6,1,2,0,2,1,2,0,0,5,0,3,2,0,1,5,0,0,1,4,6,0,3,2,3,0,3,2,4,1,0,2,1,4,0,1,0,1,2,4,1,2,0,0,1,5,1,1,4,2,1,0,5,3,4,2,4,0,9,0,0,5,2,3,0,1,0,2,3,1,0,0,0,4,0,1,0,0,5,2,4,0,2,0,1,4,5,3,5,1,0,1,2,2,3,0,0,5,3,1,1,4,5,0,1,0,1,1,2
