"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal43",3,5,0,1,6,2,1,9,4,0,1,1,3,1,1,9,1,4,2,4,7,0,7,6,0,2,6,2,6,6,3,1,0,1,0,1,1,3,0,12,3,6,1,5,6,2,0,8,1,3,1,12,1,3,3,4,2,4,5,3,6,3,4,8,1,5,1,5,2,12,1,7,0,4,0,1,0,16,4,3,5,0,4,0,1,0,8,5,2,1,1,1,2
"signal44",1,11,0,1,0,2,2,2,4,0,0,0,0,0,2,1,0,0,1,2,5,1,4,7,4,1,14,1,15,3,19,4,0,2,12,1,0,2,1,3,5,3,1,7,15,1,2,13,5,26,0,3,0,7,6,2,1,3,9,17,7,0,0,3,2,6,0,13,5,4,1,9,2,2,4,3,0,17,4,2,7,2,3,5,2,0,8,17,0,4,1,1,2
"signal45",5,4,1,1,1,2,2,4,2,0,3,2,13,1,2,24,4,0,0,5,4,2,4,7,9,2,15,15,2,1,8,2,1,1,7,1,0,3,0,0,2,1,0,1,8,2,3,8,1,1,0,0,1,2,1,5,2,2,17,6,4,7,1,2,2,4,3,8,2,7,3,6,1,1,5,4,3,6,0,4,6,0,9,1,2,3,7,4,0,1,2,1,0
"signal46",2,2,0,8,1,0,14,9,0,1,8,0,9,2,3,3,3,3,0,4,15,1,3,7,0,0,3,0,7,14,3,0,2,1,1,3,1,2,1,8,6,2,6,7,4,2,1,16,0,3,1,2,3,1,0,6,2,4,5,1,1,3,1,8,4,2,5,9,1,1,2,11,1,5,9,4,2,1,4,6,3,1,0,4,7,0,6,9,1,2,1,2,0
"signal47",0,9,6,0,0,3,1,2,4,4,7,1,3,5,2,9,2,2,0,3,8,0,3,9,10,1,0,8,12,4,4,3,0,2,10,1,2,3,7,1,8,10,8,6,15,1,4,11,2,11,0,7,0,4,3,2,1,1,21,11,9,1,2,7,2,5,0,5,0,8,0,3,7,3,17,2,4,4,1,1,20,1,2,1,0,0,11,1,6,4,0,0,0
"signal48",4,3,0,2,1,6,2,11,9,1,1,3,2,0,0,7,5,4,0,1,14,3,2,6,10,1,1,2,7,2,6,1,2,1,4,1,0,0,1,4,4,7,1,16,4,1,5,10,7,3,2,0,2,3,3,0,0,1,4,0,7,1,3,5,1,3,7,2,7,15,1,5,4,1,3,2,2,14,0,0,4,6,6,4,2,1,11,1,9,2,3,3,3
"signal49",2,7,2,0,4,1,0,8,0,1,5,3,6,1,1,0,1,7,3,3,1,1,3,9,6,2,4,1,2,5,0,1,1,0,6,2,1,1,1,1,5,5,2,2,4,2,2,8,1,11,3,25,5,22,13,2,1,2,6,9,4,0,4,3,1,6,3,5,0,5,4,1,1,2,5,1,3,5,6,13,2,2,9,0,3,0,4,13,5,4,5,3,2
"signal50",1,6,1,0,1,4,2,3,10,7,6,1,6,0,4,3,2,0,4,3,5,0,7,12,6,1,4,12,1,5,13,1,3,1,4,4,3,0,0,1,3,2,0,8,1,3,0,5,3,0,4,11,0,5,5,0,0,4,6,4,1,2,1,1,0,7,3,8,1,25,0,2,5,0,7,2,0,3,4,0,2,0,6,0,4,0,16,5,8,1,0,1,2
"signal51",2,0,0,1,2,3,2,0,0,1,0,0,2,1,1,0,1,7,7,8,2,4,0,0,5,2,2,1,1,0,1,1,2,1,0,0,0,5,2,2,1,0,1,1,0,2,3,0,1,2,2,0,0,0,4,1,3,2,0,1,1,5,1,2,2,2,2,0,1,0,1,1,0,6,0,1,1,2,5,2,0,2,1,2,0,3,0,1,1,0,0,2,3
"signal52",2,4,2,2,1,1,4,2,0,5,2,5,1,1,1,0,6,4,3,2,0,2,3,0,1,1,2,0,0,2,1,1,0,0,1,3,1,0,0,3,0,0,2,0,1,0,2,0,2,1,1,3,2,0,0,0,1,0,1,0,1,4,0,1,1,0,3,0,0,1,1,1,1,1,3,2,1,0,3,0,0,3,0,1,3,0,0,0,1,0,2,0,0
"signal53",2,1,0,1,4,2,5,0,3,0,1,6,0,3,4,1,2,1,2,0,1,0,1,1,1,2,1,0,0,3,1,1,0,2,1,0,4,2,2,0,1,4,1,0,1,3,1,0,0,2,2,1,4,1,0,2,3,3,2,1,0,2,0,0,2,2,1,0,1,0,7,0,2,0,1,5,2,4,5,0,1,2,1,5,1,3,1,3,0,0,1,0,1
"signal54",3,0,4,5,0,2,1,1,0,0,6,0,1,2,3,2,3,0,2,1,1,1,0,0,2,1,2,1,0,2,1,2,10,2,0,3,0,1,1,3,0,0,1,0,0,0,1,0,2,0,0,0,6,0,1,0,3,6,1,0,1,2,2,0,1,0,1,1,1,0,1,1,0,2,0,2,3,0,2,3,0,1,0,0,0,4,2,0,0,4,3,1,2
"signal55",2,0,0,2,4,3,5,1,2,1,0,1,1,0,0,0,1,0,0,5,1,2,1,0,0,2,0,2,0,0,0,4,3,3,0,0,0,0,4,3,0,0,1,1,0,3,4,0,0,0,3,0,1,2,0,3,5,1,1,2,1,1,6,0,0,0,2,0,4,0,0,1,5,5,0,3,1,0,1,0,0,5,0,1,6,6,0,0,0,2,4,2,1
"signal56",5,0,2,3,1,2,2,1,0,3,4,1,2,0,2,0,1,0,1,3,0,2,0,1,0,0,1,0,0,0,2,3,1,0,0,1,1,7,4,0,0,0,2,0,4,0,1,0,4,6,5,0,0,0,1,4,2,0,1,0,2,9,2,0,2,0,0,3,1,0,1,0,0,1,2,0,0,0,0,1,3,3,0,1,3,0,0,2,1,5,2,3,1
"signal57",2,0,1,3,2,1,3,0,1,2,4,0,0,2,3,0,0,1,4,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,2,0,0,4,2,0,0,1,1,1,1,3,3,1,0,1,0,7,0,0,5,0,1,0,1,0,8,1,2,1,1,1,0,2,0,2,0,1,0,0,3,0,3,1,0,0,4,0,1,4,5,0,1,0,4,4,0,4
"signal58",8,1,0,2,0,2,1,0,1,1,1,3,1,1,1,0,1,2,2,3,0,0,1,0,0,1,0,0,0,0,0,4,3,3,0,1,5,1,4,4,0,1,2,1,3,4,5,2,7,1,4,1,3,0,2,1,1,1,5,4,1,0,1,1,3,2,5,0,4,1,4,1,2,2,1,0,0,0,5,0,0,0,0,0,1,2,1,0,7,6,1,2,2
"signal59",6,4,0,1,1,2,0,0,0,2,2,1,0,0,1,1,3,1,7,7,0,2,1,0,0,4,0,2,2,0,0,2,2,1,1,2,2,10,2,2,1,0,0,0,1,0,4,1,0,1,2,2,1,2,1,1,5,0,3,0,2,3,4,0,3,3,5,0,3,2,1,0,1,2,0,0,2,0,0,0,2,3,0,2,3,3,2,1,0,0,5,0,2
"signal60",1,3,1,4,2,0,3,0,0,2,1,4,1,1,3,0,0,2,2,0,1,1,0,0,2,0,0,2,0,3,0,3,6,0,0,1,0,4,1,0,0,0,1,1,1,1,0,0,4,0,3,2,6,1,3,1,0,2,0,2,0,1,0,1,0,1,1,0,0,0,8,1,0,4,0,0,1,1,0,2,0,0,0,2,1,1,0,0,0,0,2,1,5
"signal61",0,1,0,0,0,1,2,1,2,1,1,1,0,6,2,0,7,2,1,1,0,3,1,1,0,5,0,0,0,0,0,3,1,0,1,0,3,4,5,0,0,0,1,0,0,0,3,1,2,3,2,1,2,0,0,0,1,0,0,0,0,3,4,0,3,0,1,0,2,0,0,0,3,3,0,5,3,2,3,0,0,0,3,5,0,0,1,0,3,0,1,1,0
"signal62",1,0,1,0,1,2,0,1,1,4,1,0,0,4,1,4,1,1,1,2,3,1,1,0,1,1,0,0,2,0,0,3,1,4,0,2,0,0,2,5,0,0,0,0,1,1,0,0,2,2,0,0,1,0,1,1,3,0,0,4,2,1,0,0,0,0,2,0,2,0,1,1,1,2,0,2,2,1,1,2,0,2,2,2,1,3,0,0,0,2,2,2,1
"signal63",1,1,5,1,2,1,0,2,1,0,2,0,0,0,1,0,6,0,0,7,0,6,4,3,1,1,0,2,0,0,0,6,2,2,2,4,10,2,1,0,0,0,1,0,1,1,0,1,1,1,2,0,6,1,0,7,2,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,2,2,2,3,2,0,0,4,0,5,0,0,1,5,0,0,1,0,0,4,2
"signal64",1,2,0,1,0,3,0,0,3,1,1,2,1,2,1,0,0,4,1,0,0,3,0,0,0,3,1,1,0,0,0,1,0,5,1,6,0,3,2,5,2,0,1,0,1,1,1,2,1,2,0,0,2,0,2,7,2,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,7,0,3,0,3,3,0,0,4,1,1,1
"signal65",2,0,1,1,0,0,3,0,0,2,3,0,2,2,2,0,1,3,0,2,1,2,1,0,2,0,1,0,0,1,0,5,3,2,1,0,4,0,5,1,0,0,0,0,0,2,1,0,2,0,1,1,4,3,0,2,4,1,0,3,1,5,2,0,2,0,4,0,4,2,5,0,2,0,0,0,0,1,5,0,0,1,0,1,2,1,1,1,1,0,1,4,0
"signal66",3,1,2,4,7,1,2,1,2,5,1,1,2,0,3,0,2,2,4,0,0,2,4,1,0,6,0,0,0,1,1,0,0,0,0,1,0,1,2,3,0,0,0,1,2,4,2,0,1,2,1,2,0,0,0,2,1,4,0,1,0,10,3,0,2,1,2,1,5,2,3,0,2,2,1,3,4,2,0,0,1,0,1,1,2,2,0,0,0,1,0,4,1
"signal67",2,1,1,0,2,3,1,1,0,0,2,7,0,0,2,0,3,1,4,2,0,3,1,1,2,0,0,1,0,0,1,3,2,2,2,3,0,0,2,3,0,0,2,2,0,1,4,1,2,0,2,0,3,1,0,1,0,0,2,0,1,5,3,0,4,0,0,1,0,0,1,2,1,0,1,0,1,2,4,0,1,3,0,3,2,2,0,0,2,3,5,0,1
"signal68",2,1,0,2,1,0,5,1,0,5,4,1,0,1,0,1,5,8,0,0,0,4,0,0,1,1,0,0,2,3,1,2,1,1,2,1,9,0,6,4,0,0,0,3,0,0,1,0,1,3,1,0,4,0,2,2,0,0,0,0,1,2,4,1,5,1,4,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,5,1,1
