"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100","Loc101","Loc102","Loc103","Loc104","Loc105","Loc106","Loc107","Loc108","Loc109","Loc110","Loc111","Loc112","Loc113","Loc114","Loc115","Loc116","Loc117","Loc118","Loc119","Loc120","Loc121","Loc122","Loc123","Loc124","Loc125","Loc126","Loc127","Loc128","Loc129","Loc130","Loc131","Loc132","Loc133","Loc134","Loc135","Loc136","Loc137","Loc138","Loc139","Loc140","Loc141","Loc142","Loc143","Loc144","Loc145","Loc146","Loc147","Loc148","Loc149","Loc150","Loc151","Loc152","Loc153","Loc154","Loc155","Loc156","Loc157","Loc158","Loc159","Loc160","Loc161","Loc162","Loc163","Loc164","Loc165","Loc166","Loc167","Loc168","Loc169","Loc170","Loc171","Loc172","Loc173","Loc174","Loc175","Loc176","Loc177","Loc178","Loc179","Loc180","Loc181","Loc182","Loc183","Loc184","Loc185","Loc186","Loc187","Loc188","Loc189","Loc190","Loc191","Loc192","Loc193","Loc194","Loc195","Loc196","Loc197","Loc198","Loc199","Loc200","Loc201","Loc202","Loc203","Loc204","Loc205","Loc206","Loc207","Loc208","Loc209","Loc210","Loc211","Loc212","Loc213","Loc214","Loc215","Loc216","Loc217","Loc218","Loc219","Loc220","Loc221","Loc222","Loc223","Loc224","Loc225","Loc226","Loc227","Loc228","Loc229","Loc230","Loc231","Loc232","Loc233","Loc234","Loc235","Loc236","Loc237","Loc238","Loc239","Loc240","Loc241","Loc242","Loc243","Loc244","Loc245","Loc246","Loc247","Loc248","Loc249","Loc250","Loc251","Loc252","Loc253","Loc254","Loc255","Loc256","Loc257","Loc258","Loc259","Loc260","Loc261","Loc262","Loc263","Loc264","Loc265","Loc266","Loc267","Loc268","Loc269","Loc270","Loc271","Loc272","Loc273","Loc274","Loc275","Loc276","Loc277","Loc278","Loc279","Loc280","Loc281","Loc282","Loc283","Loc284","Loc285","Loc286","Loc287","Loc288","Loc289","Loc290","Loc291","Loc292","Loc293","Loc294","Loc295","Loc296","Loc297","Loc298","Loc299","Loc300","Loc301","Loc302","Loc303","Loc304","Loc305","Loc306","Loc307","Loc308","Loc309","Loc310","Loc311","Loc312","Loc313","Loc314","Loc315","Loc316","Loc317","Loc318","Loc319","Loc320","Loc321","Loc322","Loc323","Loc324","Loc325","Loc326","Loc327","Loc328","Loc329","Loc330","Loc331","Loc332","Loc333","Loc334","Loc335","Loc336","Loc337","Loc338","Loc339","Loc340","Loc341","Loc342","Loc343","Loc344","Loc345","Loc346","Loc347","Loc348","Loc349","Loc350","Loc351","Loc352","Loc353","Loc354","Loc355","Loc356","Loc357","Loc358","Loc359","Loc360","Loc361","Loc362","Loc363","Loc364","Loc365","Loc366","Loc367","Loc368","Loc369","Loc370","Loc371","Loc372","Loc373","Loc374","Loc375","Loc376","Loc377","Loc378","Loc379","Loc380","Loc381","Loc382","Loc383","Loc384","Loc385","Loc386","Loc387","Loc388","Loc389","Loc390","Loc391","Loc392","Loc393","Loc394","Loc395","Loc396","Loc397","Loc398","Loc399","Loc400","Loc401","Loc402","Loc403","Loc404","Loc405","Loc406","Loc407","Loc408","Loc409","Loc410","Loc411","Loc412","Loc413","Loc414","Loc415","Loc416","Loc417","Loc418","Loc419","Loc420","Loc421","Loc422","Loc423","Loc424","Loc425","Loc426","Loc427","Loc428","Loc429","Loc430","Loc431","Loc432","Loc433","Loc434","Loc435","Loc436","Loc437","Loc438","Loc439","Loc440","Loc441","Loc442","Loc443","Loc444","Loc445","Loc446","Loc447","Loc448","Loc449","Loc450","Loc451","Loc452","Loc453","Loc454","Loc455","Loc456","Loc457","Loc458","Loc459","Loc460","Loc461","Loc462","Loc463","Loc464","Loc465","Loc466","Loc467","Loc468","Loc469","Loc470","Loc471","Loc472","Loc473","Loc474","Loc475","Loc476","Loc477","Loc478","Loc479","Loc480","Loc481","Loc482","Loc483","Loc484","Loc485","Loc486","Loc487","Loc488","Loc489","Loc490","Loc491","Loc492","Loc493","Loc494","Loc495","Loc496","Loc497","Loc498","Loc499","Loc500"
"signal41",4,0,3,6,9,1,2,10,4,6,1,3,2,6,1,15,2,5,18,12,1,8,0,14,8,1,9,5,6,4,5,3,8,3,8,3,6,4,2,1,3,23,0,0,5,10,4,9,31,3,9,3,4,1,0,3,1,11,3,1,0,0,28,4,14,2,10,5,1,4,6,0,1,5,3,16,1,3,8,2,0,2,27,2,7,9,2,7,0,5,32,1,5,9,5,0,7,15,0,1,4,0,3,2,10,1,11,4,10,17,10,1,25,7,2,8,4,36,7,9,6,0,1,8,11,0,3,15,1,2,16,2,1,3,5,2,4,1,1,0,3,14,2,19,2,0,1,0,0,4,2,7,2,0,5,1,3,10,1,11,3,8,0,3,10,5,29,4,1,1,8,17,1,2,1,3,4,3,5,7,10,0,2,1,13,17,15,6,8,7,0,12,16,10,11,1,2,19,0,24,0,6,1,13,13,10,9,9,1,0,7,4,3,1,6,23,16,6,4,4,6,18,1,3,1,15,23,2,7,8,10,3,4,1,15,0,2,7,6,3,3,5,3,2,0,9,5,2,6,8,6,11,1,9,1,7,9,2,1,0,2,2,6,3,3,5,0,0,6,2,18,2,12,1,11,3,24,3,1,1,0,5,5,8,2,2,16,0,3,10,7,12,0,1,1,4,24,4,1,3,8,0,2,1,6,1,6,1,5,1,1,2,3,1,2,12,6,33,3,3,10,4,6,4,5,1,5,6,2,16,1,1,5,10,3,31,4,10,13,11,4,0,1,12,6,15,3,1,19,1,1,1,2,1,19,8,13,2,3,7,4,4,13,3,6,0,0,2,9,2,4,5,1,7,29,4,3,4,10,10,1,16,4,5,1,2,4,7,0,33,4,5,2,8,6,16,7,14,4,13,0,5,3,8,8,5,1,3,1,24,1,13,21,7,3,1,0,0,8,16,8,0,1,18,5,0,9,4,3,2,14,4,0,18,17,6,3,1,2,1,0,7,19,0,4,27,1,2,14,16,0,1,13,6,6,5,16,0,4,1,9,9,5,0,2,3,2,3,3,10,2,12,1,7,1,9,3,2,26,1,2,14,0,21,15,7,1,5,2,1,4,1,4,6,4,22,15,13,2,22
"signal42",2,1,1,13,1,2,0,6,3,10,1,0,1,14,5,3,7,0,10,2,30,4,2,15,16,16,3,4,9,8,1,13,8,28,16,2,0,5,8,0,1,7,2,0,6,8,17,1,7,26,4,1,17,0,6,3,15,1,15,4,3,2,15,1,12,5,17,9,3,16,2,3,2,6,6,30,7,2,10,5,4,2,9,1,2,5,3,2,6,1,7,2,0,5,6,3,10,9,16,12,9,2,1,1,30,1,10,8,5,11,13,1,10,11,11,1,3,15,2,2,10,2,4,5,10,0,23,8,12,6,1,1,3,2,3,6,13,15,3,5,0,3,10,12,1,1,0,5,5,3,0,7,0,2,2,0,8,3,6,3,1,4,1,0,7,8,3,6,2,3,29,11,11,2,2,2,3,7,15,1,3,2,3,0,0,5,3,6,2,3,0,10,15,1,4,4,2,6,2,4,19,9,0,4,22,2,8,16,24,1,15,3,7,8,1,8,8,13,1,14,1,3,2,4,1,9,4,0,0,3,5,6,4,6,3,1,4,4,21,1,6,0,2,21,0,3,6,22,0,4,4,0,11,12,1,12,2,0,2,1,0,1,2,4,3,16,3,2,6,5,10,5,0,3,21,7,12,1,3,0,3,12,10,4,0,1,9,4,14,10,0,6,10,6,1,0,0,2,12,3,9,3,7,12,13,2,2,8,0,2,7,3,1,0,6,9,9,16,3,6,5,3,1,6,6,7,5,2,0,2,2,6,0,6,10,13,1,23,6,7,7,2,5,28,3,8,10,15,10,1,0,0,7,1,8,7,7,0,5,20,3,3,6,30,0,8,0,0,9,5,6,4,3,1,7,9,20,1,7,0,17,25,9,11,1,1,2,0,4,3,5,5,4,2,10,20,9,12,1,4,1,27,4,3,19,2,1,9,2,10,3,4,4,10,2,4,0,3,1,6,12,6,4,5,5,4,5,14,1,4,1,0,1,4,19,2,11,2,0,1,4,7,21,2,3,0,0,11,14,6,12,2,7,7,3,13,8,4,1,5,0,4,6,0,19,13,2,1,1,3,13,2,1,19,2,8,0,18,4,1,3,13,5,13,8,12,0,9,2,0,14,10,2,5,0,4,1,5,7,5
"signal43",6,1,3,20,6,2,0,3,5,20,1,1,4,4,3,9,2,2,9,20,15,15,1,7,4,7,21,3,14,8,2,13,1,10,8,0,1,7,1,3,1,1,2,1,5,3,5,4,1,0,9,1,18,0,3,2,5,5,3,0,5,0,4,5,15,0,3,9,4,32,16,1,1,7,20,1,3,3,12,3,1,0,1,3,14,2,11,8,3,4,10,3,0,21,1,0,21,1,3,4,4,6,1,1,6,4,1,0,5,10,1,4,6,11,2,10,2,15,6,0,9,12,7,6,10,0,7,6,5,2,2,2,7,12,15,9,3,34,28,1,4,6,4,16,0,3,0,3,7,8,3,14,2,10,12,0,31,0,8,3,4,9,1,2,17,5,19,10,0,1,3,3,9,1,13,0,5,4,9,1,1,0,3,1,0,5,1,17,2,3,1,9,9,14,0,0,1,3,11,22,6,9,2,16,2,5,2,19,5,6,10,5,0,14,1,27,16,8,5,5,2,11,3,4,3,6,7,3,4,0,8,2,13,2,8,2,0,6,5,2,16,0,3,4,3,8,9,23,30,4,8,6,1,22,5,3,8,1,1,4,1,7,1,1,9,1,1,1,4,0,10,4,5,2,32,9,13,0,4,6,2,20,0,8,2,0,15,8,18,13,4,18,15,4,1,1,9,5,1,13,12,0,5,0,2,0,10,1,1,3,1,7,0,2,3,13,2,0,39,10,15,0,0,1,0,1,0,1,0,21,2,15,1,12,4,9,2,4,11,2,5,1,3,4,12,16,7,13,8,1,0,6,3,0,19,12,11,1,6,5,13,14,3,1,6,7,3,3,21,1,0,7,0,7,12,10,16,4,1,0,8,15,5,2,3,2,3,18,1,9,1,1,7,6,6,4,11,3,7,13,3,10,0,6,23,5,1,5,1,21,1,8,2,1,11,1,0,0,4,15,8,0,2,2,12,0,13,9,3,1,2,2,2,22,7,2,2,0,0,1,1,18,7,0,3,23,3,1,29,13,9,11,15,0,0,11,3,3,1,5,1,0,6,2,9,15,4,5,9,15,7,14,2,23,3,6,2,1,12,7,0,15,8,2,34,7,1,3,0,0,11,21,0,12,7,2,14,7,1,4
"signal44",9,6,1,4,1,5,6,22,0,15,1,0,1,9,0,11,0,13,12,27,16,20,5,14,15,2,7,6,5,4,3,12,1,7,12,3,0,8,1,9,5,2,1,0,2,25,3,0,3,16,7,0,19,2,0,1,4,13,15,1,1,0,17,2,8,2,3,7,1,12,6,1,2,7,7,8,5,11,3,3,3,1,8,10,10,4,1,6,4,16,8,3,1,10,3,1,6,10,0,3,22,0,3,1,20,4,6,4,2,10,2,5,8,10,2,20,0,23,3,1,7,1,4,3,1,0,5,14,13,16,2,16,6,1,9,17,2,12,7,3,1,4,10,3,2,2,1,1,8,3,4,2,2,0,16,2,4,3,1,19,6,3,0,4,5,8,2,23,4,0,4,6,6,1,2,9,2,5,10,0,1,2,3,0,2,9,3,14,12,8,7,8,23,2,8,1,1,33,4,17,6,6,4,16,11,10,4,10,46,4,21,4,7,10,18,15,42,6,7,30,8,13,2,4,2,16,17,0,0,1,1,6,5,1,7,1,2,10,3,3,9,0,5,2,3,2,12,5,7,3,2,4,2,3,0,9,3,1,3,4,2,3,6,7,5,7,0,2,2,4,5,4,3,1,13,10,19,0,2,5,3,6,7,12,2,0,14,2,14,11,6,1,3,4,1,0,1,8,6,6,1,1,4,18,4,2,5,1,0,0,0,4,8,2,0,4,1,5,12,12,2,2,1,7,14,0,2,8,1,3,0,11,1,15,5,8,1,7,2,4,10,0,4,1,26,13,2,30,21,2,0,1,1,0,7,15,6,2,18,3,23,4,5,10,14,5,3,3,19,4,6,1,3,11,19,2,3,4,8,6,18,5,3,9,13,0,4,10,1,18,16,2,21,3,5,14,12,5,5,4,1,10,0,1,15,6,1,12,2,5,2,8,3,2,6,8,5,4,6,14,5,0,1,0,2,1,2,2,1,15,4,4,1,4,0,7,0,1,0,0,1,3,13,0,2,8,0,21,3,16,13,2,5,6,0,11,8,3,0,15,4,2,1,3,3,2,4,2,10,5,2,5,1,29,4,8,5,9,36,3,3,2,3,14,10,15,1,3,0,3,4,4,0,1,1,5,4,2,10,4
"signal45",0,4,3,4,6,1,0,6,7,25,0,0,0,3,0,9,0,3,7,1,4,11,1,15,6,5,16,15,8,6,11,22,0,14,21,6,1,11,0,2,1,15,0,1,1,19,3,0,7,9,9,3,10,0,2,11,5,2,1,0,13,3,2,2,4,1,8,2,3,19,3,4,1,13,5,15,10,11,5,0,14,2,3,11,22,7,3,5,1,2,12,4,3,3,1,1,6,5,3,4,1,2,1,3,6,3,12,6,11,0,2,19,1,37,14,9,5,5,4,0,10,3,8,1,7,1,9,6,1,5,1,5,21,5,6,13,15,11,1,3,6,5,0,6,11,2,3,0,0,18,3,3,2,1,6,0,18,1,3,14,2,1,2,13,5,3,0,6,1,1,1,18,2,3,4,2,3,0,8,0,4,4,1,0,16,10,26,0,1,1,0,7,11,2,4,2,1,2,3,4,8,15,0,13,5,7,2,14,17,3,15,1,2,26,7,4,6,7,4,4,2,24,2,3,1,10,8,1,6,7,22,1,25,3,28,6,3,5,4,3,8,4,1,21,0,1,27,2,2,5,3,2,9,16,2,1,3,5,3,2,0,9,6,18,2,5,2,1,10,4,6,1,13,6,10,11,5,0,4,3,4,7,0,6,2,1,9,21,25,5,5,10,31,1,1,3,6,9,10,5,10,7,4,8,7,0,9,3,1,4,1,5,2,0,3,11,5,1,20,23,9,3,5,5,3,3,10,5,0,14,4,2,0,8,15,5,3,24,6,26,7,1,2,11,4,15,4,6,10,4,6,0,1,0,23,18,17,3,5,6,36,2,13,5,7,3,0,1,12,7,3,3,1,4,3,1,11,9,17,6,6,4,1,11,14,0,1,2,1,2,2,0,16,33,2,29,7,4,3,8,0,10,2,11,11,10,5,2,2,9,1,7,5,3,3,7,0,3,1,16,17,1,2,0,7,2,16,9,11,1,4,8,1,7,2,17,4,1,0,10,0,8,7,1,1,9,0,5,1,17,3,2,4,9,4,10,3,3,0,6,0,13,9,0,2,8,0,2,5,9,7,3,1,2,2,12,12,1,11,0,2,1,4,1,0,7,0,3,1,7,3,14,2,6,2,2,32,20,15,9
"signal46",0,3,1,5,0,6,3,4,10,3,1,1,0,8,1,7,4,2,18,8,3,10,0,16,4,8,3,3,4,6,12,1,1,6,1,0,1,9,2,14,0,13,2,3,2,6,8,4,3,14,4,3,2,4,11,0,2,5,4,0,9,0,1,3,6,1,4,5,4,4,6,0,5,10,6,17,1,1,16,1,3,1,4,0,6,17,0,3,2,7,3,1,3,8,3,0,9,5,2,0,14,5,3,7,16,1,7,11,9,6,5,4,21,9,2,12,0,7,2,5,3,2,8,9,7,2,0,6,6,1,7,4,9,2,6,6,11,6,13,0,11,5,3,8,6,0,3,1,8,2,0,9,0,0,11,1,7,13,5,8,3,1,1,4,5,6,9,8,6,2,12,11,32,2,6,0,4,12,4,2,5,4,2,7,7,11,1,5,0,2,2,6,13,3,9,0,4,24,5,9,1,16,3,4,9,9,2,2,4,4,2,0,0,3,3,8,3,4,4,21,4,26,1,1,4,2,11,1,1,11,10,9,17,9,10,1,1,18,2,0,12,0,0,9,1,16,3,13,6,13,12,13,7,4,4,3,3,0,1,1,2,0,0,2,4,15,3,4,5,3,9,7,1,3,6,4,8,3,2,2,0,12,2,5,3,4,1,16,20,6,8,14,19,3,4,3,8,8,1,4,10,2,18,25,5,3,2,0,1,2,1,1,2,1,5,1,0,9,15,16,6,1,3,2,19,1,0,0,3,1,2,2,1,20,20,9,1,7,2,23,2,2,0,6,11,10,9,10,14,0,6,2,25,1,2,0,30,3,10,4,0,7,13,9,1,6,1,3,2,2,5,3,0,7,7,3,6,1,3,5,14,4,3,5,8,1,6,3,1,3,2,1,0,18,27,9,0,10,0,18,4,1,1,12,9,10,2,4,1,17,7,6,1,6,12,7,1,2,2,1,11,4,3,13,2,31,6,1,0,10,3,1,1,10,6,1,5,3,5,6,4,9,17,1,2,11,2,3,7,5,7,1,18,0,2,3,12,2,2,9,1,11,6,2,6,5,0,1,6,13,1,5,0,7,2,4,2,20,3,7,1,3,18,6,5,5,1,10,4,1,5,2,0,9,0,2,3,4,13,19
"signal47",1,0,7,1,14,2,5,3,14,13,2,4,0,4,12,2,4,10,1,11,8,5,1,16,18,2,7,1,12,5,7,18,1,0,2,0,0,6,0,7,3,11,1,3,2,3,5,2,7,4,13,2,3,6,9,3,1,13,7,3,11,1,7,1,1,2,11,4,1,30,17,0,2,7,6,15,1,1,3,0,10,0,7,0,12,1,6,11,5,9,7,4,2,5,3,2,8,2,5,13,8,12,1,5,3,0,4,4,9,8,5,4,10,19,21,21,2,18,3,9,3,2,4,3,6,5,6,6,14,16,2,1,4,16,7,3,10,2,1,5,10,6,6,2,3,0,2,0,8,3,3,1,4,3,6,5,7,2,11,7,12,3,1,16,19,8,0,5,2,0,7,13,4,3,8,1,4,14,10,2,5,1,4,0,25,20,1,4,12,0,0,7,19,4,1,9,2,8,6,2,25,37,0,7,25,2,10,16,23,20,2,1,11,18,16,17,9,14,3,3,12,3,6,8,0,7,40,1,0,8,4,14,6,2,10,1,1,6,7,5,16,1,5,5,1,6,12,11,1,1,16,1,3,3,5,4,4,3,0,4,1,0,22,5,5,3,2,0,13,1,1,8,5,4,2,7,8,1,0,1,1,17,5,10,0,2,8,13,1,12,9,4,22,4,5,0,5,10,8,6,8,2,3,23,3,9,5,1,1,4,0,3,0,1,6,8,1,21,23,7,7,2,1,1,6,3,2,1,2,0,2,1,3,11,9,24,0,1,10,8,3,0,0,11,2,20,5,19,29,1,4,0,2,1,1,9,3,1,4,3,2,8,10,0,2,14,0,1,4,15,5,5,1,4,6,0,27,0,6,2,18,6,1,5,1,1,5,4,4,19,2,1,31,6,7,18,18,11,12,9,2,7,2,8,18,6,2,9,4,8,0,3,4,7,4,3,3,0,2,15,4,3,11,10,7,13,23,19,2,3,6,2,5,8,16,12,7,1,0,0,2,7,14,4,3,15,1,5,10,17,3,2,3,2,0,1,19,0,7,2,3,10,3,3,6,6,0,1,1,5,2,0,4,13,2,7,1,14,8,3,4,8,2,6,6,8,2,3,0,1,5,9,3,5,0,9,6,14,20,3
"signal48",2,4,3,17,0,4,3,6,19,4,1,1,2,5,0,6,2,7,10,5,2,0,3,4,5,15,22,10,27,5,11,15,3,17,15,0,0,3,3,3,0,19,7,3,3,7,4,0,5,3,5,2,3,0,4,10,9,12,6,3,5,6,11,2,3,0,1,2,3,14,5,2,0,6,9,4,6,1,3,3,6,1,25,11,6,1,43,20,6,15,13,2,2,6,2,0,24,12,3,4,0,5,4,2,4,2,8,0,9,3,0,9,9,2,13,0,1,13,9,4,6,1,2,8,5,2,9,2,0,3,1,13,2,8,7,4,1,4,37,6,2,11,3,4,3,4,0,1,12,12,2,8,0,1,0,0,7,11,7,20,2,2,1,6,4,9,12,10,3,5,18,2,4,2,13,3,10,1,1,1,0,0,7,0,9,16,3,15,4,3,0,4,11,3,6,0,2,4,11,12,7,7,6,8,10,4,1,4,15,5,2,2,8,8,3,11,5,5,13,21,6,10,0,4,1,3,14,4,4,0,8,6,14,7,13,4,5,7,1,3,2,1,2,15,1,22,8,10,11,10,23,1,1,7,0,2,7,0,0,5,2,4,7,1,7,18,0,9,3,1,27,6,5,6,5,4,8,2,1,0,0,15,5,15,1,2,8,5,15,7,12,3,9,7,0,4,17,9,12,2,1,1,8,9,13,2,7,4,9,0,1,12,4,3,10,3,0,12,7,9,6,3,0,1,5,1,9,0,0,2,2,1,0,9,12,7,3,4,8,8,1,5,0,5,3,2,1,14,8,3,1,3,8,5,9,1,21,0,14,3,2,7,1,2,15,10,3,1,19,3,8,0,3,8,8,2,6,0,6,3,3,7,3,0,6,1,15,2,0,8,5,4,0,6,0,3,4,26,23,1,3,1,0,4,5,8,1,4,2,6,0,13,25,4,9,3,3,2,2,10,1,0,4,2,5,1,8,7,5,4,9,6,2,8,0,11,19,1,1,8,6,5,22,3,2,52,2,3,8,10,6,3,8,7,9,3,23,1,0,4,2,10,5,4,3,6,1,3,8,7,2,1,2,9,1,6,0,2,10,6,1,8,16,3,8,15,2,9,3,0,11,1,0,2,1,0,14,9,1,2
"signal49",8,2,0,1,7,2,0,1,5,3,1,3,4,18,2,11,3,7,0,10,13,3,0,2,5,3,11,11,2,3,13,7,0,3,2,1,0,3,1,0,4,18,6,4,2,9,14,0,15,10,10,2,1,1,8,2,4,9,7,1,0,0,4,0,8,1,3,2,0,7,13,0,0,17,3,9,6,5,7,3,4,3,2,11,9,2,16,2,10,15,8,1,1,14,0,3,12,14,3,10,26,4,2,1,7,3,12,9,5,20,6,6,29,2,4,3,0,2,8,6,12,0,0,22,19,0,0,16,8,7,12,3,8,10,11,10,1,8,12,4,1,3,8,9,0,2,2,2,22,5,5,2,4,1,1,7,11,15,19,5,12,10,1,3,18,1,11,11,4,1,43,3,32,0,0,2,1,3,3,2,2,4,0,1,3,9,10,0,3,5,2,31,17,2,11,0,1,32,5,5,25,26,0,39,8,7,17,0,7,15,0,1,13,7,18,5,8,0,5,1,10,13,1,1,4,7,2,1,1,4,8,7,22,6,8,3,2,13,4,2,13,0,3,14,1,2,9,8,12,26,5,19,7,7,1,17,0,1,3,1,0,3,16,4,2,21,0,7,1,1,2,25,5,1,12,10,16,0,2,0,2,8,9,1,0,2,9,1,9,3,18,14,17,4,2,3,29,7,6,2,8,2,5,3,2,0,4,4,0,2,3,1,0,2,3,8,5,12,10,4,1,1,0,2,1,0,12,0,9,6,1,3,3,14,3,19,0,6,10,15,5,1,1,7,6,7,1,18,16,0,2,2,5,1,12,9,13,1,2,1,6,1,1,15,0,5,2,0,18,0,3,3,1,6,3,3,6,9,16,3,16,6,3,2,4,0,3,5,0,14,0,2,4,4,7,15,1,9,6,6,0,5,1,15,9,5,3,7,2,50,3,13,0,2,8,5,0,3,3,39,12,0,1,17,20,6,16,7,1,4,10,7,1,3,6,4,3,4,3,1,0,2,7,0,4,17,3,1,6,17,2,16,6,2,0,24,4,0,4,25,2,3,9,5,2,5,1,2,7,6,3,8,2,11,3,9,2,12,4,7,0,7,7,6,19,14,2,10,1,5,16,6,2,0,2,5,3,1,12,1
"signal50",2,1,4,5,11,15,1,3,17,8,3,6,1,6,4,4,0,8,8,10,8,8,0,8,13,2,7,4,20,11,0,10,0,15,2,3,0,1,0,6,0,4,0,0,3,7,5,4,3,10,9,2,0,0,12,9,1,0,26,2,7,2,10,7,12,0,9,5,0,8,9,2,3,5,7,22,8,2,7,0,7,1,4,6,13,3,3,17,2,11,1,2,2,4,0,0,5,2,0,9,7,12,4,1,11,0,7,5,4,7,4,18,13,32,7,4,1,24,10,9,3,1,3,2,11,2,14,5,1,5,4,8,1,5,6,5,2,24,8,0,1,4,8,5,4,2,0,1,23,8,0,4,6,1,1,0,15,10,8,6,3,3,3,2,15,14,15,17,3,0,10,19,10,2,3,1,8,0,18,1,1,2,2,4,4,2,1,6,4,0,3,10,6,4,19,0,0,0,1,4,4,14,1,10,4,3,2,12,16,9,2,1,6,13,2,7,9,1,1,7,4,8,3,24,5,6,38,13,1,3,10,2,14,6,5,1,2,14,10,4,7,3,3,13,2,21,6,2,12,10,11,1,0,2,2,0,7,1,1,5,4,4,13,4,8,7,5,1,3,1,3,1,11,3,6,0,5,0,4,3,2,0,2,10,0,1,7,1,5,4,8,6,13,11,2,0,10,2,5,3,3,1,7,16,4,8,3,2,1,1,0,9,2,1,4,4,1,4,13,11,6,0,6,1,3,5,0,1,3,1,4,4,0,8,21,2,0,7,3,4,17,0,1,3,8,24,6,32,21,0,3,3,8,5,18,13,0,1,21,5,18,3,6,6,13,11,0,3,27,5,3,3,2,1,11,4,15,15,13,0,11,14,10,2,8,1,2,6,1,10,6,3,0,11,4,10,12,2,13,1,5,3,2,1,9,1,0,4,2,5,5,8,2,6,19,0,0,2,2,5,14,1,0,40,2,1,15,15,3,4,7,1,12,8,17,11,6,3,0,2,3,6,13,3,0,6,7,2,12,4,8,5,4,6,3,10,4,2,1,3,2,3,1,0,1,10,6,0,16,3,0,0,0,16,0,2,1,7,9,13,2,3,10,4,11,7,0,5,1,1,2,7,0,2,3,1,10,11,4,1
"signal51",0,1,1,0,0,2,6,2,0,0,1,5,1,2,1,0,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,1,0,2,4,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,4,0,0,3,0,0,2,0,0,0,1,0,4,0,2,5,1,0,1,0,0,1,3,2,1,0,2,1,4,0,0,0,0,0,0,0,1,1,4,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,2,1,1,2,1,1,3,0,5,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,1,1,3,0,1,2,1,1,0,1,5,0,5,1,1,6,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,4,0,0,1,2,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,1,3,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,5,0,2,0,0,1,1,0,0,0,0,0,0,1,5,1,2,8,1,1,1,0,0,0,0,1,0,0,1,0,2,0,3,0,2,7,9,0,0,0,0,1,0,0,0,2,1,1,0,1,1,4,0,0,0,1,1,0,4,0,2,1,6,3,0,0,2,0,0,2,0,1,4,0,0,1,0,0,1,4,0,0,1,2,0,1,2,0,2,1,1,1,0,2,0,1,0,2,1,3,4,4,0,0,0,2,0,1,1,0,1,1,0,0,1,2,1,0,0,2,3,2,0,0,0,0,0,3,2,4,0,2,1,0,1,0,1,0,0,1,0,1,0,1,2,1,0,0,0,1,2,1,0,2,0,0,0,1,3,1,1,0,0,4,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,4,1,0,3,2,0,0,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,1,2,1,0,6,1,0,0,2,2,2,1,1,0,0,1,1,0,2,0,0,1,1,0,3,1,1,1,0,0,7,1,0,1,1,2,3,1,6,1,0,0,0,1,4,1,0,1,0,0,3,1,3,0,1,0,4,0,1,3,1,0,0,0
