"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal12",5,2,2,3,0,3,17,25,5,0,16,0,5,2,0,5,1,1,6,0,11,1,6,2,10,2,4,5,5,2,0,1,7,2,2,2,10,1,4,0,9,0,6,14,2,1,1,6,3,2,12,6,10,1,15,1,3,1,2,5,0,3,6,7,1,3,3,1,1,7,9,5,0,2,8,0,1,2,2,1,2,9,3,0,0,16,2,0,4,0,1,5,0
"signal13",3,3,5,0,5,2,10,5,0,0,8,0,2,0,0,2,3,1,5,0,3,1,4,1,5,1,0,2,22,4,3,0,2,2,3,3,1,2,1,1,0,9,0,1,4,0,2,0,3,4,2,7,0,12,9,0,17,0,2,0,6,1,11,9,4,5,4,6,3,2,6,9,1,2,5,3,0,1,2,5,2,2,2,7,5,8,21,3,14,1,0,1,1
"signal14",1,2,2,0,6,2,9,12,3,1,16,1,4,2,3,9,1,0,5,3,6,2,1,7,5,11,5,4,7,0,3,10,3,3,3,2,4,2,3,0,5,12,2,6,7,3,4,14,0,13,5,7,8,5,11,1,10,8,3,9,2,0,22,4,1,5,0,3,1,1,3,3,6,1,2,3,5,6,3,2,5,3,1,1,11,2,0,0,4,0,1,2,1
"signal15",2,3,4,2,0,1,11,4,4,1,4,2,1,5,3,8,1,2,9,9,3,6,2,0,5,0,3,6,2,22,2,2,1,0,2,1,4,2,1,5,3,1,2,6,7,2,3,13,3,8,7,10,8,5,4,3,10,1,2,3,3,6,6,23,0,7,6,20,3,0,17,3,5,6,8,0,0,14,0,0,3,2,2,5,4,9,4,2,10,1,7,0,4
"signal16",0,1,3,1,1,0,8,10,5,3,12,2,7,3,0,4,3,0,2,1,1,15,0,4,1,1,3,2,3,2,0,4,4,2,1,2,6,0,2,1,4,10,2,16,10,5,0,2,2,8,0,12,5,6,3,2,0,5,0,4,6,3,11,4,1,0,0,8,0,3,11,2,0,2,3,1,6,3,0,13,1,4,2,3,9,1,4,1,1,2,0,1,1
"signal17",5,5,0,3,1,0,4,17,2,0,4,2,2,0,3,5,0,4,0,1,6,6,0,2,9,3,5,3,2,13,1,1,5,3,0,1,2,8,1,5,3,6,5,0,1,0,0,6,3,2,29,5,10,7,4,0,3,2,2,9,0,1,4,2,3,4,3,2,2,1,4,3,1,2,1,3,3,7,2,9,1,1,4,1,6,7,6,2,10,2,1,3,4
"signal18",4,1,1,4,2,0,4,3,4,3,11,3,1,5,3,11,1,1,6,0,9,9,1,10,14,3,4,17,3,6,1,2,1,6,1,3,5,4,5,0,0,0,3,4,2,1,1,6,2,4,2,0,5,1,5,0,5,3,0,8,2,0,8,0,1,4,0,2,2,2,9,5,2,1,0,0,1,0,0,2,2,4,3,0,1,1,5,5,5,0,2,1,5
"signal19",0,4,2,0,0,1,9,6,0,2,0,0,12,0,2,8,3,2,4,0,15,3,3,16,4,0,5,3,5,12,0,5,4,2,5,1,2,3,4,1,1,8,0,8,5,0,3,3,0,3,0,2,6,4,8,0,6,1,0,11,1,2,7,1,3,10,1,0,3,4,8,4,1,2,18,1,3,4,0,9,1,0,1,3,3,2,9,1,15,0,0,1,3
"signal20",1,1,1,1,1,1,8,8,0,1,5,0,2,3,2,3,1,1,13,0,3,7,0,15,3,0,4,6,0,15,2,2,1,4,1,2,11,0,0,0,1,1,0,0,6,1,7,0,0,2,0,4,3,2,8,1,8,1,2,4,5,0,3,9,1,3,1,6,2,2,3,5,2,0,2,2,2,14,1,2,0,0,4,2,8,9,0,3,0,2,0,8,1
"signal21",0,1,1,0,0,1,2,5,4,0,3,1,7,3,1,4,1,0,1,5,9,4,5,7,2,1,5,1,2,2,1,6,2,2,1,1,7,0,5,1,1,0,0,4,1,1,4,11,2,1,6,15,10,2,12,0,3,0,1,3,4,1,0,1,1,2,1,4,0,1,4,5,0,2,5,5,2,6,7,6,3,1,0,6,6,4,0,5,6,5,0,0,3
"signal22",1,0,12,4,2,1,1,2,4,5,3,2,6,7,1,0,1,1,2,2,6,4,0,1,11,1,0,5,7,0,1,1,4,2,0,0,8,0,0,4,9,3,1,4,8,0,4,4,3,3,1,9,7,10,13,3,4,3,2,6,0,3,2,4,1,20,5,1,1,2,17,2,1,0,3,7,1,3,3,2,6,2,5,3,5,1,14,1,2,5,2,1,2
"signal23",2,3,2,1,0,0,2,2,0,4,12,0,3,0,0,8,0,3,3,0,4,2,0,4,1,9,0,3,9,2,2,4,6,4,1,2,6,4,2,4,1,1,0,2,0,0,2,6,0,4,5,3,4,3,10,4,18,1,3,5,3,0,10,6,0,7,4,6,2,0,3,5,0,3,12,0,0,5,3,12,3,2,0,1,5,8,3,0,6,0,1,0,1
"signal24",1,1,4,3,0,2,4,0,1,4,14,0,5,0,4,4,0,1,8,1,1,8,1,7,0,0,2,7,24,3,1,1,3,0,3,1,10,0,1,4,6,9,4,8,5,4,5,5,1,10,5,4,0,13,3,5,5,0,0,6,4,0,16,13,6,16,3,16,2,1,6,0,0,3,0,0,1,0,4,3,0,3,1,2,7,2,4,3,8,4,2,0,0
"signal25",5,1,1,5,1,1,3,6,1,2,2,3,8,1,1,11,3,3,4,0,6,7,5,2,8,1,0,3,8,3,1,2,1,2,2,1,9,3,7,4,11,4,2,1,3,3,2,4,0,3,17,1,14,5,16,1,2,1,0,1,1,0,10,0,3,9,0,2,2,5,0,18,4,0,1,3,2,7,1,9,3,5,0,0,15,6,8,0,2,7,2,1,1
"signal26",6,0,0,1,0,0,12,2,3,1,5,7,4,4,0,2,2,4,10,1,6,3,2,4,3,1,3,15,12,15,2,4,4,1,2,1,4,1,2,1,3,13,0,4,2,6,4,0,2,1,6,6,5,11,3,2,6,0,0,6,0,5,14,11,1,11,3,5,0,3,2,8,1,1,11,3,1,0,1,11,0,1,1,4,10,4,14,0,2,3,0,3,0
"signal27",3,1,1,2,5,0,1,11,1,1,2,1,0,5,6,10,1,1,3,5,7,15,0,7,6,5,0,9,1,15,0,2,3,3,1,1,5,0,3,6,2,13,4,6,6,4,6,1,2,8,8,6,7,12,5,0,1,1,0,8,0,0,3,2,4,4,3,0,0,4,11,3,0,4,0,3,4,7,1,4,2,2,0,1,2,14,6,3,0,0,3,4,4
"signal28",1,2,2,4,0,1,10,8,1,0,6,6,6,2,1,18,3,0,10,0,3,8,1,5,10,1,1,11,6,2,0,2,1,1,3,3,4,3,1,2,0,27,1,2,1,0,0,4,1,6,20,18,2,4,7,2,4,2,0,5,0,0,3,8,4,1,3,3,0,2,10,16,2,1,10,0,4,2,0,6,2,1,1,2,9,6,4,0,8,1,0,1,2
"signal29",0,0,2,7,0,1,19,5,4,0,10,5,4,1,2,5,1,3,10,2,1,9,1,19,3,3,2,14,15,5,3,1,7,2,2,1,2,4,1,3,12,9,1,7,0,0,3,3,3,3,8,2,5,4,7,0,8,1,4,1,0,3,17,4,0,14,2,7,4,3,1,6,0,1,7,3,0,7,1,0,2,3,3,1,6,7,18,0,0,0,2,3,1
"signal30",0,1,0,0,3,0,7,9,1,2,5,1,1,3,4,11,2,0,3,0,6,5,3,0,11,2,0,1,1,9,1,3,2,3,4,2,7,10,4,3,7,13,1,2,4,1,0,8,0,6,11,17,6,7,8,3,4,1,2,5,0,4,1,5,7,5,2,7,1,0,11,0,6,2,1,1,5,3,2,7,1,2,1,2,20,4,3,2,0,0,2,2,2
"signal31",0,1,1,1,3,0,5,7,2,6,9,3,14,4,1,3,0,1,12,0,2,2,0,17,10,0,4,1,0,1,0,2,0,0,0,6,5,5,0,4,0,9,0,6,8,0,1,3,2,7,4,1,7,6,4,6,3,0,1,4,2,11,0,8,2,8,3,3,2,0,1,2,3,2,7,4,4,0,0,11,5,0,7,4,22,0,5,5,13,0,4,1,0
"signal32",2,2,10,0,4,0,16,6,5,0,7,2,3,2,6,9,0,2,6,3,6,6,1,14,7,3,1,2,12,3,1,1,3,0,6,3,5,1,0,0,7,12,3,3,10,6,1,3,3,10,0,2,3,9,2,1,1,2,2,6,0,2,7,9,2,11,1,2,2,0,1,1,1,3,6,2,0,7,3,1,5,5,4,3,0,6,6,6,4,0,0,2,2
"signal33",0,5,3,12,1,1,4,6,0,8,7,0,14,0,3,14,2,0,2,3,0,6,1,4,13,5,2,9,6,0,0,0,8,1,2,0,1,3,2,2,7,2,1,2,9,4,2,14,1,7,8,5,4,2,12,2,5,0,0,12,0,3,8,6,1,0,0,2,4,7,7,31,1,3,4,3,1,10,1,1,5,1,3,2,12,1,8,1,3,0,1,2,1
"signal34",3,0,2,1,2,1,0,7,3,1,16,4,12,2,1,8,2,3,7,5,2,6,4,9,2,1,2,3,7,4,3,2,0,2,6,0,0,1,2,1,0,7,1,3,13,0,1,1,2,12,6,5,5,2,6,1,1,10,4,5,10,2,6,0,0,9,3,2,1,5,3,2,1,9,7,1,2,5,0,13,4,3,1,0,10,5,6,6,0,2,1,5,3
"signal35",1,2,0,3,1,1,2,2,2,2,9,0,12,0,0,1,1,1,7,3,15,2,0,21,5,1,1,13,1,6,0,1,0,4,0,0,0,0,3,0,0,2,2,4,3,2,4,6,0,9,3,5,1,3,5,2,5,1,5,2,3,5,0,7,1,9,0,12,0,3,3,7,0,1,1,2,0,4,2,7,1,2,5,0,2,3,8,0,9,0,3,2,3
"signal36",7,3,0,4,1,0,4,0,1,0,8,2,5,5,0,18,4,2,14,3,13,2,0,6,7,1,0,0,3,4,2,1,4,0,2,0,5,1,2,0,12,3,3,4,2,1,2,4,1,0,2,1,10,12,12,2,0,1,3,9,3,0,2,11,2,8,4,2,3,0,10,3,5,2,8,3,1,1,0,4,1,1,0,0,14,11,2,2,1,2,2,3,0
"signal37",2,0,3,2,3,2,4,1,0,2,6,2,13,4,7,13,3,1,3,0,6,2,0,3,1,0,0,7,0,15,3,2,2,1,0,2,2,1,0,0,8,1,1,14,12,0,7,2,1,0,1,3,11,6,2,1,6,3,3,3,2,1,8,6,3,10,1,2,2,4,4,18,3,1,10,0,0,7,7,3,0,1,2,1,30,6,21,0,1,4,2,2,5
"signal38",2,0,3,3,4,4,2,1,2,0,6,1,9,1,5,12,0,3,4,3,2,14,1,1,7,2,4,9,0,0,2,6,2,2,1,0,8,2,2,2,7,12,3,13,9,1,1,7,1,1,9,16,0,5,14,1,3,0,2,5,5,4,3,3,8,2,4,8,3,2,1,3,2,1,3,4,2,1,10,3,0,1,0,3,1,4,1,3,2,1,2,4,3
"signal39",0,3,1,1,4,7,9,7,1,5,13,3,19,0,3,11,1,0,2,3,1,3,0,0,12,0,3,1,1,1,1,2,2,0,3,0,5,1,4,3,4,10,1,10,1,3,0,2,1,8,2,5,3,5,10,9,1,3,1,3,0,1,7,2,2,0,2,3,1,0,4,5,2,0,4,0,9,8,4,3,1,3,1,4,1,4,10,0,7,1,1,1,4
"signal40",3,3,1,0,6,1,4,6,0,4,10,1,4,6,2,8,2,0,16,0,0,7,2,18,3,3,4,12,5,4,0,2,1,0,3,1,7,3,0,1,0,1,0,5,6,3,2,4,3,13,0,5,0,3,0,1,2,1,2,9,3,2,2,5,0,5,10,2,1,3,11,3,0,1,10,4,2,8,1,6,2,2,1,0,1,8,1,1,6,0,0,4,2
"signal41",3,1,0,1,1,2,1,4,1,0,2,0,3,1,4,0,3,3,4,1,10,9,3,8,1,1,3,7,0,5,2,1,4,1,3,2,6,1,3,1,3,2,3,7,7,3,3,4,4,9,13,9,5,11,4,1,3,5,4,9,1,4,10,19,0,13,3,1,0,0,1,2,0,0,2,0,0,2,3,7,2,3,2,0,4,2,9,8,8,1,1,1,2
"signal42",4,1,0,0,1,2,2,1,1,9,2,0,10,11,4,5,0,0,0,2,4,7,0,0,8,1,0,0,2,14,1,0,0,0,3,4,4,2,1,1,1,1,2,10,3,1,4,1,3,7,10,4,2,5,5,0,11,4,3,8,1,0,12,0,0,4,1,5,3,0,3,9,8,2,0,4,2,12,1,4,0,1,1,3,5,1,2,1,1,3,2,0,1
"signal43",6,2,1,2,1,1,2,1,1,0,3,1,9,1,4,6,4,2,2,2,6,0,2,6,2,2,2,3,3,1,1,0,1,1,3,0,31,0,4,2,0,12,1,18,7,2,0,0,2,6,2,3,3,3,3,4,8,4,1,3,2,3,11,8,1,5,1,5,2,5,3,7,0,4,0,1,0,16,4,3,1,0,1,0,5,20,5,0,11,1,1,1,6
"signal44",0,1,0,2,2,1,4,0,0,0,0,0,8,2,0,6,1,2,5,1,4,7,1,8,5,4,2,1,15,3,9,3,1,4,4,2,3,1,2,1,11,5,2,3,0,3,3,7,5,9,12,5,5,17,1,1,5,3,3,17,2,0,0,3,2,6,0,13,5,1,4,9,2,2,4,3,0,17,4,2,2,2,1,5,5,1,8,5,2,1,0,0,1
"signal45",1,2,1,1,1,2,6,4,0,0,7,2,13,1,2,24,4,0,3,5,4,8,0,4,13,3,4,4,17,7,2,6,3,14,0,2,12,1,2,1,7,4,0,10,1,4,2,7,3,4,1,1,0,2,2,0,10,2,2,17,2,2,21,13,3,9,0,1,1,2,4,10,9,0,5,4,3,6,0,4,2,0,4,1,5,9,7,0,0,1,2,1,0
"signal46",2,1,0,8,1,0,33,5,1,8,3,2,4,0,6,3,3,3,0,4,15,5,1,7,0,0,1,0,7,14,0,0,2,1,0,3,7,2,2,2,2,14,2,4,4,1,6,12,1,0,2,8,1,0,20,4,5,0,0,11,4,0,6,1,3,13,5,1,0,2,5,6,0,1,0,4,7,2,2,13,4,6,0,0,7,3,2,1,9,7,1,1,5
"signal47",2,2,2,2,3,0,8,8,0,1,9,3,2,0,2,12,1,2,10,0,7,8,2,9,3,3,1,4,3,0,8,1,7,2,2,3,12,4,0,1,7,4,2,3,2,0,1,7,1,11,9,5,6,7,7,2,1,1,0,8,0,0,18,3,4,4,2,11,4,1,1,20,1,1,4,0,0,11,0,6,4,0,0,0,12,3,9,2,6,1,2,3,1
"signal48",0,3,0,0,0,3,14,2,0,5,3,0,6,4,1,1,0,3,2,2,6,4,1,4,4,0,0,3,11,20,1,1,3,1,2,5,10,7,0,2,0,4,1,3,1,0,1,4,0,7,3,9,12,18,5,4,4,1,2,5,5,5,7,5,3,18,1,6,3,3,7,9,2,3,5,3,2,7,2,0,4,1,0,3,0,5,12,3,6,1,1,0,1
"signal49",7,3,3,0,1,1,9,6,2,1,1,1,5,0,1,4,0,1,10,3,1,12,3,1,7,2,0,1,6,8,1,5,3,4,1,0,6,8,0,0,4,15,1,3,1,2,2,9,2,8,5,3,5,10,1,1,7,2,1,7,1,6,13,2,2,9,0,11,2,0,4,4,1,0,11,4,2,7,1,6,1,0,1,4,6,3,10,7,17,0,4,4,1
"signal50",2,0,4,3,2,0,7,12,3,1,4,6,1,2,5,2,3,1,4,4,9,3,0,4,3,0,0,8,1,9,0,2,3,0,4,4,2,2,2,0,0,12,2,1,4,1,1,10,2,12,3,2,12,5,3,2,7,2,0,3,4,0,2,1,3,1,4,3,6,5,11,10,5,1,1,1,1,1,2,7,0,0,0,1,5,6,3,0,5,2,3,2,1
"signal51",1,1,0,0,4,1,0,0,1,7,3,8,2,4,0,0,12,2,2,2,1,0,4,0,1,1,1,0,0,2,2,2,3,0,1,2,0,2,3,0,1,2,2,0,0,0,9,0,3,0,0,1,1,2,0,5,1,5,2,0,1,0,0,1,0,2,1,0,1,4,2,2,0,2,1,2,0,0,1,1,5,0,0,2,1,1,4,2,0,1,1,4,3
"signal52",0,5,2,5,2,1,0,0,6,4,1,2,0,2,7,0,3,1,2,0,0,2,3,0,0,0,3,0,0,0,0,3,1,0,2,0,1,0,2,2,1,1,1,3,1,1,0,0,1,0,1,0,1,2,0,3,1,1,3,0,0,3,0,1,1,0,5,0,1,0,1,0,0,3,0,1,3,0,0,0,2,0,2,0,0,1,1,0,0,4,2,5,1
"signal53",6,0,1,6,0,3,2,1,2,1,1,0,1,0,3,1,2,2,1,0,0,3,3,0,0,2,3,0,2,0,2,0,2,10,1,1,1,3,1,0,0,2,2,1,1,3,1,1,3,1,2,1,0,0,0,2,1,4,1,0,1,0,2,0,2,0,3,2,2,9,3,0,1,2,1,5,1,2,2,3,2,0,1,0,0,1,0,4,2,0,2,1,3
"signal54",1,0,6,0,3,2,1,2,3,0,1,1,1,1,0,0,6,1,2,2,0,2,2,0,4,2,1,1,0,1,1,3,1,1,1,1,0,0,1,0,0,0,0,0,3,1,2,0,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,3,2,1,3,0,1,0,0,0,1,6,0,2,4,3,1,1,0,0,0,1,4,3,5,4
"signal55",6,1,0,1,3,0,0,0,1,0,0,5,1,2,2,0,1,2,0,5,0,0,1,1,1,3,2,0,0,0,4,3,0,0,1,2,0,3,4,0,0,0,3,0,0,4,0,1,5,0,1,2,1,0,2,0,0,0,2,0,4,0,0,1,5,2,1,1,1,1,0,0,1,5,0,1,6,2,2,0,0,2,4,2,0,2,0,2,1,1,2,2,2
"signal56",0,3,4,1,4,0,0,0,1,0,1,3,0,2,1,1,0,0,1,0,0,0,5,1,0,0,1,0,0,3,4,0,1,0,2,1,4,0,1,0,2,6,5,0,0,1,2,2,2,0,1,0,2,3,0,1,1,1,0,3,1,0,0,0,0,0,4,0,0,2,0,1,9,3,0,1,3,0,0,2,2,5,2,3,0,1,0,1,1,2,1,3,2
"signal57",3,2,4,0,0,2,1,0,0,1,2,2,0,0,0,0,5,0,0,5,0,1,1,0,0,0,1,1,0,0,4,2,0,0,1,2,1,1,3,7,0,0,1,0,3,1,0,2,0,0,0,1,0,4,0,5,0,3,1,0,2,0,0,0,1,0,2,1,0,6,0,0,1,4,0,1,4,1,0,1,1,4,4,0,2,3,1,0,1,0,2,1,0
"signal58",2,1,1,3,2,1,0,0,1,2,1,3,0,0,2,0,2,1,0,1,0,0,0,2,1,3,1,0,2,0,4,4,0,3,2,4,3,4,5,4,3,1,4,1,1,1,3,0,1,0,5,4,1,0,0,2,1,3,5,0,4,2,2,1,2,1,3,0,0,0,1,0,2,0,0,0,1,1,3,0,14,6,1,2,1,2,4,0,0,1,2,0,0
"signal59",1,2,2,1,1,0,0,1,3,1,2,7,0,2,3,0,0,4,0,5,2,0,1,1,1,1,3,1,1,5,2,2,4,1,0,2,1,0,4,2,0,1,2,2,0,6,1,0,5,0,3,0,2,1,2,1,1,7,5,0,3,5,0,0,1,1,1,0,2,3,0,0,6,3,0,2,3,1,6,1,1,0,5,0,1,0,3,1,2,2,0,3,0
"signal60",1,2,1,4,2,1,1,0,0,2,1,0,1,1,1,0,4,0,0,5,0,3,0,1,3,0,0,0,0,2,1,0,0,0,1,2,1,1,0,1,2,0,3,2,2,3,5,0,0,1,0,2,0,0,0,2,0,4,1,0,0,0,3,1,0,1,1,0,1,4,0,2,1,0,0,2,1,0,1,0,1,0,2,1,1,0,1,0,0,0,1,2,2
"signal61",5,1,1,1,1,6,0,0,7,2,0,1,0,3,1,1,0,5,0,0,0,0,1,1,0,0,2,0,2,2,5,0,1,1,1,0,0,0,3,2,0,3,2,1,0,3,1,0,1,0,0,0,0,1,1,0,1,2,1,0,2,1,0,0,3,1,0,2,3,5,1,0,0,0,3,5,0,0,2,0,7,0,1,1,0,0,0,1,0,1,2,0,2
"signal62",2,4,1,0,1,4,0,4,1,1,0,2,3,1,2,0,2,1,0,0,2,0,1,1,0,4,1,1,0,0,2,5,1,0,0,2,1,1,0,0,0,2,0,0,0,1,4,0,3,0,0,4,2,0,0,1,0,1,2,0,2,1,0,1,1,0,0,0,2,4,0,2,0,2,2,2,1,1,1,0,1,2,2,2,0,0,1,5,0,2,1,0,5
"signal63",2,0,2,0,0,0,0,0,6,0,0,7,0,6,10,3,3,1,0,5,0,0,0,2,0,2,5,2,5,1,1,0,2,1,1,0,1,1,0,2,0,1,2,0,2,2,0,3,2,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,2,0,4,1,2,2,0,4,0,5,0,0,1,2,1,0,4,0,0,4,0,0,2,0,0,0,3,0,1
"signal64",6,1,1,2,2,2,0,0,0,4,0,0,0,3,0,0,0,3,1,3,0,0,1,0,0,5,2,2,0,1,2,5,5,1,1,1,1,1,1,4,0,2,0,0,1,1,5,3,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,0,7,0,3,0,1,7,0,2,4,1,1,0,0,0,1,0,0,0,3,1
"signal65",1,2,3,0,4,2,0,0,1,3,0,2,1,2,2,0,5,0,1,1,0,1,1,2,1,2,3,0,1,0,5,1,1,0,0,0,0,2,1,1,0,0,1,1,1,8,1,0,4,0,0,3,1,2,1,1,0,1,4,0,4,4,2,0,2,0,1,0,0,2,2,0,1,1,0,1,2,0,2,1,2,0,1,4,0,1,1,2,1,7,1,2,3
"signal66",4,5,1,1,4,0,1,0,2,2,1,0,0,2,8,1,0,6,0,0,0,1,1,0,0,0,1,0,0,0,2,3,0,1,0,1,2,4,2,0,0,2,1,2,0,0,1,0,1,1,0,1,0,4,1,0,1,3,2,1,5,5,1,0,2,0,3,2,4,4,0,0,2,0,1,1,2,0,1,0,1,1,0,4,0,1,1,1,0,2,3,1,4
"signal67",0,0,2,7,0,0,1,0,3,1,1,2,0,3,1,1,3,0,0,2,0,0,3,1,0,2,5,1,0,0,2,3,1,1,2,4,0,1,4,4,1,0,2,0,1,3,0,0,0,0,2,0,1,3,1,2,2,2,0,1,0,1,0,2,1,0,4,0,1,3,2,0,1,3,0,3,2,1,0,0,3,3,5,0,0,0,1,0,1,1,0,5,3
"signal68",0,5,4,1,0,1,0,1,5,8,0,0,0,4,0,0,2,1,0,0,2,3,3,0,0,1,3,0,4,0,6,4,2,1,0,5,0,0,1,0,0,3,1,0,1,0,6,0,0,0,0,0,1,1,1,2,2,2,4,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,4,2,0,1,0,1,0,5,1,0,0,0,0,1,1,12,5,2
