"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal19",5,8,0,5,0,0,6,3,5,5,0,5,13,3,4,4,5,0,0,0,9,11,11,4,9,4,0,8,5,1,11,3,1,2,20,1,6,1,0,3,2,1,2,1,6,4,1,0,3,12,5,12,4,4,18,1,9,0,8,6,2,1,4,3,1,2,4,3,6,0,1,4,3,1,3,1,1,4,1,8,8,0,3,2,1,2,9,5,11,1,4,5,3
"signal20",0,7,0,6,1,1,4,5,8,1,3,3,5,1,2,2,2,4,2,0,2,1,1,0,0,2,5,20,1,1,2,0,0,1,2,3,4,3,1,2,4,12,0,3,9,1,0,5,3,4,5,3,5,6,1,1,5,2,14,2,2,0,2,10,2,8,4,0,3,0,5,0,8,1,1,1,1,1,0,2,2,2,10,0,3,5,7,8,3,1,1,0,0
"signal21",5,9,1,5,1,0,9,6,19,1,3,3,5,6,2,6,1,1,7,0,12,3,1,0,1,1,1,4,10,11,9,4,1,6,1,6,12,0,2,0,5,3,4,4,0,0,1,2,1,4,0,4,4,5,2,2,5,5,6,6,20,0,2,5,0,0,5,6,0,2,6,2,1,5,0,0,3,3,0,25,5,8,9,2,17,3,1,2,10,5,1,2,3
"signal22",7,4,0,1,1,1,6,6,4,0,1,3,2,0,3,14,3,1,3,5,23,2,2,2,5,0,22,2,3,3,9,2,2,0,10,1,9,1,0,4,7,10,5,8,4,3,2,6,0,8,2,4,4,20,12,0,3,2,17,2,4,0,3,18,0,9,0,0,3,4,5,8,1,1,8,1,0,14,1,2,12,0,4,3,5,7,5,3,2,0,0,0,0
"signal23",4,12,0,1,0,0,8,0,9,0,3,1,2,0,1,1,9,0,3,4,2,6,8,14,15,0,11,5,12,4,6,2,2,4,6,4,1,0,0,0,0,0,2,6,0,0,2,3,0,3,10,11,2,3,11,3,4,3,5,6,3,3,6,2,2,10,3,5,0,3,5,1,3,5,0,0,3,7,5,5,7,0,4,2,8,3,3,6,1,1,0,1,1
"signal24",1,12,2,1,2,1,8,2,1,4,2,2,0,0,2,7,11,1,0,1,10,5,1,12,10,4,7,6,9,12,1,2,4,5,5,1,10,3,0,0,13,3,5,5,2,0,3,13,5,11,2,1,4,3,6,0,14,0,2,0,15,0,1,3,2,7,0,10,1,6,8,12,2,0,2,1,1,10,1,4,3,1,3,2,2,6,8,2,4,4,3,3,2
"signal25",0,6,2,5,1,3,3,1,3,2,1,2,4,0,3,11,1,1,2,2,3,9,8,16,6,1,0,3,0,14,4,1,3,5,8,0,15,0,0,3,7,1,3,1,6,0,3,5,6,5,10,3,2,9,7,0,14,1,9,9,1,1,8,10,0,2,3,10,0,4,6,7,1,3,9,1,3,10,4,6,8,0,2,7,6,4,4,14,0,0,1,0,0
"signal26",6,2,3,1,1,7,4,11,9,0,6,4,10,1,2,3,2,1,3,1,8,15,12,15,4,4,12,2,0,6,8,1,0,3,0,0,3,5,1,4,8,0,1,0,5,0,5,6,0,6,2,6,3,2,4,0,6,7,10,2,8,0,15,3,4,7,1,0,3,2,8,5,1,5,9,1,3,11,1,10,4,5,0,1,9,2,8,3,8,1,1,2,5
"signal27",0,1,4,1,1,1,4,0,15,2,3,3,9,0,3,5,4,1,5,1,10,7,15,3,7,2,12,3,9,1,15,0,2,3,20,0,2,6,1,6,10,6,1,2,8,1,2,8,0,9,3,3,10,0,0,0,7,1,10,7,1,0,6,5,0,0,0,9,3,7,3,9,1,1,9,4,2,4,1,8,4,0,4,0,14,6,7,0,1,3,4,4,1
"signal28",2,5,4,0,1,3,8,3,0,2,14,1,1,0,0,9,2,2,7,0,10,1,3,8,2,1,10,4,4,11,6,0,0,2,3,1,6,3,1,3,2,5,0,27,3,0,0,0,0,4,4,6,20,18,2,1,7,2,4,6,1,1,2,3,1,8,4,1,3,3,3,7,3,7,4,1,5,1,4,2,0,1,7,1,5,8,7,6,4,0,3,1,0
"signal29",1,5,0,0,2,7,1,2,19,1,10,0,10,5,1,4,2,2,5,3,10,5,1,9,2,9,20,2,2,3,6,1,4,2,5,1,6,0,4,4,14,8,0,9,12,0,0,4,2,4,8,18,16,3,3,4,10,1,7,0,3,3,3,8,0,8,0,5,1,7,2,8,1,4,1,0,3,17,1,4,14,2,7,4,7,1,6,1,3,3,3,0,2
"signal30",1,0,2,3,3,1,6,7,18,0,0,0,7,3,1,2,1,0,3,3,1,7,9,4,7,2,11,2,12,8,10,0,0,0,6,2,10,0,4,2,1,1,0,9,3,3,2,6,4,6,7,19,8,10,10,1,4,0,4,2,0,2,4,6,2,11,6,8,1,14,7,4,1,2,5,0,4,1,2,16,5,2,7,1,1,11,0,16,10,1,5,1,2
"signal31",3,2,2,1,2,7,12,3,6,2,0,1,2,1,1,4,3,0,5,3,4,14,6,5,11,8,4,1,4,18,6,3,2,1,3,6,1,3,2,0,17,10,0,10,1,0,0,1,2,2,3,2,16,12,9,1,9,0,6,2,1,1,2,13,1,8,1,1,4,3,4,2,4,1,17,0,4,5,1,2,8,1,2,1,17,2,3,17,2,3,2,2,4
"signal32",4,0,0,4,1,0,19,2,10,1,3,4,2,0,3,11,0,4,2,10,2,6,12,19,0,2,3,4,10,2,15,2,6,4,10,1,3,4,4,3,0,0,3,6,6,1,5,2,3,3,2,12,3,2,3,3,0,6,10,5,3,0,1,7,5,7,1,10,6,5,3,7,3,0,2,1,3,6,0,6,4,6,7,2,0,7,7,9,3,4,1,1,2
"signal33",0,1,0,1,3,2,5,2,7,3,1,5,16,0,2,10,5,1,4,0,1,5,5,0,11,3,25,11,2,9,0,0,6,2,1,3,4,0,3,6,5,0,1,8,0,2,1,4,5,12,7,10,6,13,1,4,9,0,1,2,11,3,13,8,0,7,1,17,3,3,2,17,6,1,2,2,1,4,1,9,19,12,0,1,2,13,1,4,10,1,0,5,1
"signal34",3,6,5,0,2,1,3,2,2,2,4,3,1,2,1,5,1,0,7,3,2,16,8,12,7,1,8,5,9,7,11,1,3,4,9,1,3,2,0,2,8,4,0,2,2,2,6,0,0,3,6,4,0,7,4,2,13,0,2,1,8,4,15,5,1,2,2,2,0,28,4,1,2,2,0,3,1,4,1,3,1,1,19,5,4,9,3,2,2,9,2,1,2
"signal35",1,2,4,2,4,3,4,0,10,2,6,6,0,2,1,13,3,2,8,0,3,3,2,2,5,2,9,1,12,0,0,0,1,1,7,3,15,1,0,7,2,5,5,11,1,4,0,0,0,3,0,3,6,3,0,1,7,2,3,5,10,3,0,9,1,5,0,3,1,8,6,7,5,1,7,5,0,7,1,9,2,4,2,3,3,7,2,5,1,2,0,1,2
"signal36",3,2,2,5,0,1,3,8,1,3,0,3,6,3,7,9,0,4,4,0,4,0,3,0,8,2,5,15,4,18,9,2,5,2,13,1,2,2,2,1,2,0,0,4,5,1,4,1,2,0,5,4,6,0,12,1,9,1,2,5,8,1,3,0,0,1,4,12,5,8,0,3,3,2,5,1,1,4,0,6,10,0,10,0,10,3,9,5,8,3,1,0,0
"signal37",2,3,1,0,0,5,1,7,10,3,3,1,3,0,4,7,2,3,6,1,1,3,7,6,4,5,10,19,1,9,6,1,0,2,2,0,3,0,0,0,7,0,7,8,2,1,3,3,2,2,5,0,1,8,1,1,14,5,1,16,3,2,19,11,2,2,1,6,3,8,3,7,1,3,6,3,4,2,0,5,11,4,6,8,13,1,7,18,30,1,8,0,0
"signal38",4,6,2,5,2,0,7,9,11,4,2,0,6,0,2,3,3,1,17,2,3,5,2,4,4,3,2,14,4,1,7,2,4,3,0,0,6,6,2,2,5,0,2,7,2,2,2,12,3,13,9,2,6,12,1,0,16,0,5,14,7,1,2,5,2,0,0,1,3,4,1,4,1,1,3,8,1,10,2,10,8,0,3,2,4,3,10,6,1,3,1,3,0
"signal39",1,0,3,0,1,0,6,2,3,2,8,3,0,3,1,3,4,7,9,1,3,1,13,7,19,0,9,11,4,3,2,3,0,0,1,0,12,0,3,0,1,1,1,7,6,3,0,0,1,11,5,19,0,3,8,4,5,0,12,8,0,0,6,8,0,7,3,3,0,5,8,2,2,1,5,3,1,18,0,12,3,0,2,3,2,6,0,5,3,1,0,1,1
"signal40",2,1,1,0,9,2,10,3,2,3,4,4,1,1,4,0,2,1,3,1,14,5,1,14,9,3,2,11,2,10,10,1,5,3,3,1,4,6,2,3,6,1,7,11,1,1,0,15,4,13,3,2,6,5,5,1,2,3,3,7,6,0,5,0,0,1,2,6,3,5,4,9,4,3,0,0,0,2,1,4,6,2,0,1,2,5,1,5,23,5,3,2,2
"signal41",5,11,2,2,1,2,5,6,3,0,1,3,1,1,1,2,0,4,5,3,4,2,4,3,6,0,4,3,2,2,2,1,1,4,0,3,9,2,1,6,3,7,0,5,5,1,4,1,3,7,6,5,8,3,3,0,8,1,6,10,3,1,11,2,4,4,8,5,4,12,12,3,2,3,29,0,1,9,3,5,5,2,1,0,2,2,2,1,3,0,3,2,2
"signal42",3,9,1,0,4,1,18,0,13,0,4,2,2,0,1,24,2,0,10,11,10,5,3,2,0,2,4,7,1,0,8,1,0,0,2,7,3,0,0,0,8,12,0,2,3,0,0,5,3,9,3,5,7,10,1,1,2,0,2,1,10,4,3,5,1,1,4,3,2,2,2,6,0,5,12,0,2,12,0,9,0,0,0,2,4,1,8,17,4,0,0,1,0
"signal43",3,5,0,1,6,2,2,9,4,0,3,1,3,1,1,9,1,4,6,4,7,2,7,6,0,2,6,2,6,6,3,1,0,1,0,1,4,3,0,12,3,6,1,5,6,2,0,8,1,3,4,12,3,3,3,4,8,4,5,3,6,3,11,8,1,5,1,5,2,12,3,7,0,4,0,1,0,16,4,3,5,0,4,0,5,20,5,1,11,1,1,1,6
"signal44",0,4,0,2,2,1,4,0,3,0,0,0,8,2,0,6,1,2,5,1,4,7,4,8,5,4,5,1,15,3,19,4,0,2,12,1,1,2,1,3,5,3,1,7,15,1,2,13,5,26,0,3,1,7,6,2,5,3,9,17,7,0,0,3,2,6,0,13,5,4,4,9,2,2,4,3,0,17,4,2,7,2,3,5,5,1,8,17,0,4,1,1,2
"signal45",5,4,1,1,1,2,6,4,2,0,7,2,13,1,2,24,4,0,3,5,4,8,0,4,13,3,12,4,17,7,7,6,3,14,3,2,12,1,2,1,7,4,0,10,1,4,2,7,3,4,1,1,0,2,2,0,10,2,5,17,6,2,21,13,3,9,0,1,1,7,4,10,9,0,5,4,3,6,0,4,6,0,9,1,5,9,7,4,0,1,2,1,0
"signal46",2,2,0,8,1,0,33,5,3,8,3,2,4,0,6,3,3,3,0,4,15,5,3,7,0,0,3,0,7,14,3,0,2,1,1,3,7,2,2,2,2,14,2,4,4,1,6,12,1,0,2,8,1,0,20,4,5,0,1,11,12,2,6,1,3,13,5,1,0,5,5,6,0,1,0,4,7,2,2,13,9,6,0,0,7,3,2,4,9,7,1,1,5
"signal47",2,9,2,2,0,3,8,0,3,3,10,1,0,2,3,0,0,1,1,2,10,4,5,9,16,1,8,10,20,7,12,4,4,3,12,4,1,1,4,1,6,3,0,0,3,2,1,11,3,5,6,7,7,5,1,1,1,2,5,0,12,2,2,6,1,11,4,4,0,20,4,2,1,0,2,3,6,1,1,7,4,2,1,4,3,1,8,8,4,5,3,1,1
"signal48",3,2,0,0,3,5,12,1,14,3,2,1,12,2,5,2,4,2,0,0,5,12,1,3,16,1,3,12,10,18,16,1,2,3,3,2,2,0,0,1,4,12,5,0,2,2,2,5,1,3,16,7,19,0,9,2,8,1,3,5,5,5,12,7,1,8,6,6,4,6,5,11,0,3,5,3,3,9,2,7,7,0,10,1,2,8,0,5,12,3,2,1,1
"signal49",0,3,7,3,3,0,5,3,9,2,6,1,1,1,1,0,1,1,1,1,10,7,1,12,7,0,7,4,1,1,6,3,1,5,11,2,0,1,0,2,20,7,0,4,15,1,1,1,2,6,9,6,8,5,3,1,10,1,4,7,5,1,7,5,6,13,1,5,4,3,11,7,0,2,4,1,0,11,4,6,7,1,6,1,1,2,8,6,3,5,7,6,1
"signal50",1,2,4,1,2,0,10,12,8,1,7,2,3,2,5,2,3,1,4,4,9,3,0,4,3,0,1,8,1,9,1,2,3,0,9,4,2,2,2,0,0,12,2,1,4,1,1,10,2,12,3,2,12,5,3,2,7,2,2,3,11,1,5,1,3,1,4,3,6,15,5,8,1,0,3,2,2,3,0,5,4,3,6,1,5,3,1,2,10,1,1,0,1
"signal51",7,3,8,4,4,0,0,5,0,5,1,3,0,4,1,1,1,1,0,0,2,0,1,1,0,1,1,0,0,1,0,1,4,2,0,0,0,9,1,3,0,0,2,1,2,1,5,1,5,1,0,0,0,0,1,0,2,1,0,0,2,5,2,0,2,1,2,0,3,0,1,1,0,0,1,3,2,4,2,0,0,1,2,3,0,3,0,2,1,1,1,1,6
"signal52",4,1,2,0,2,7,0,1,0,5,0,0,2,3,1,0,0,3,0,1,0,0,1,0,0,2,0,1,0,1,0,2,2,1,3,2,0,0,0,1,0,1,1,1,2,0,3,1,1,1,0,0,1,0,1,1,0,5,0,0,0,3,0,0,3,0,1,1,0,0,0,1,0,2,0,0,2,1,0,0,1,2,2,1,3,0,0,2,0,3,4,3,2
"signal53",1,1,0,4,0,3,1,1,1,2,0,0,3,3,1,0,2,3,0,4,0,1,0,1,4,1,0,1,1,1,0,0,3,2,1,4,1,1,2,3,1,2,3,0,0,0,2,1,4,0,0,0,0,2,0,2,0,3,2,1,4,5,0,1,2,1,5,0,3,1,3,0,0,1,0,1,3,0,4,2,0,2,0,3,0,0,3,0,1,2,3,3,3
"signal54",0,1,1,2,1,0,0,2,0,4,1,0,2,2,2,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,6,0,2,0,3,2,1,0,1,1,2,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,2,3,0,1,0,0,0,4,2,0,0,4,3,1,2,2,0,0,1,1,3,3,4,2,0,0,0,1,0,0,1,1
"signal55",0,0,5,2,2,2,0,0,1,1,2,0,0,1,4,1,3,2,0,0,0,1,1,0,0,1,1,0,1,1,0,0,2,3,0,1,2,0,3,5,0,1,5,1,0,6,0,0,0,0,0,1,0,0,1,5,2,1,1,0,0,1,0,0,5,0,1,2,6,0,0,0,2,4,1,1,5,0,2,1,0,2,0,2,0,1,1,0,2,0,2,1,1
"signal56",0,1,3,1,2,1,1,0,0,3,0,1,0,5,3,0,0,1,0,1,3,1,0,0,0,2,0,4,0,0,0,4,14,5,0,0,0,2,4,2,0,1,0,2,3,2,1,1,1,0,3,0,0,0,0,0,0,4,0,0,0,0,1,3,3,0,1,1,0,0,2,1,5,2,1,1,2,0,1,1,0,1,1,2,1,1,2,0,0,2,3,2,0
"signal57",1,2,2,1,0,0,0,2,0,0,2,2,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,3,1,1,1,0,7,0,0,5,0,0,0,2,0,4,1,5,0,3,0,0,0,0,0,0,1,0,2,1,0,3,1,0,0,4,0,1,2,5,0,1,0,4,4,0,4,8,1,0,1,0,2,0,0,1,0,0,1,1,1,1,2,1
"signal58",2,1,3,1,0,2,0,0,0,0,0,0,0,0,4,1,3,1,0,5,0,2,1,0,1,2,1,3,2,1,2,7,4,4,1,3,0,3,1,1,0,5,10,1,0,1,2,1,3,2,0,1,1,2,1,2,1,3,0,0,0,5,0,0,0,0,0,0,2,1,0,7,6,1,0,2,6,4,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3
"signal59",1,2,7,0,2,3,0,0,1,1,2,6,0,1,2,1,1,3,1,2,5,1,1,1,0,0,0,1,0,2,1,0,4,2,2,1,2,1,1,5,0,3,1,2,1,4,1,1,7,3,0,1,2,0,0,1,1,1,0,1,0,0,0,2,3,0,2,2,3,2,1,0,0,5,0,2,1,3,1,2,1,0,0,0,0,0,0,1,1,1,3,0,0
"signal60",2,1,0,2,1,1,0,2,0,2,2,0,3,0,3,3,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,4,1,3,2,6,1,5,1,0,1,0,4,0,0,0,2,0,4,0,0,0,0,3,1,0,1,1,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,2,0,5,0,1,0,0,0,1,1,2,2,1,0,0,0,6,2,1,7
"signal61",2,0,1,0,3,1,1,0,2,1,0,0,0,1,3,0,0,2,0,3,2,2,0,0,0,1,0,0,0,1,1,2,7,2,1,2,0,1,0,1,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,3,1,0,2,1,2,3,0,0,0,3,5,0,0,1,0,3,0,1,0,0,1,0,1,0,0,2,0,2,1,1,1,0,0,4,1,10,1
"signal62",1,0,2,6,1,2,0,1,0,0,0,4,0,1,3,0,4,1,1,0,0,1,2,0,0,0,0,1,0,0,0,2,5,0,0,1,0,4,1,3,0,0,10,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,2,0,2,2,2,0,3,0,0,0,2,2,1,1,1,1,5,0,0,1,0,5,1,0,1,0,0,0,1,1,6
"signal63",0,0,7,1,6,10,3,1,0,2,2,0,0,0,6,0,2,5,2,10,1,0,0,0,0,1,0,1,0,0,1,1,3,2,0,6,1,0,7,2,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,4,0,5,0,0,0,5,0,0,1,0,0,1,2,1,2,0,0,0,3,0,1,3,0,0,1,1,2,1,1,0
"signal64",4,0,0,1,3,0,0,0,1,4,1,0,0,1,1,0,5,2,2,0,1,1,2,2,0,1,0,1,0,0,2,1,7,0,0,2,0,5,7,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,7,0,3,0,3,3,0,0,4,1,0,1,2,0,1,0,0,0,1,1,0,1,1,0,2,2,2,0,1
"signal65",3,0,2,3,2,2,0,2,0,1,0,1,1,1,5,1,2,3,0,4,0,3,0,0,0,0,0,0,1,0,0,2,1,1,1,4,3,1,2,4,0,0,5,1,2,2,1,0,1,1,0,2,2,2,0,2,0,1,0,0,1,5,0,0,1,0,1,1,1,1,1,1,0,1,2,0,3,1,2,1,4,1,1,3,2,2,0,0,2,0,3,2,2
"signal66",2,1,0,2,2,8,1,0,2,0,0,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,2,0,0,1,7,1,2,0,0,1,2,1,1,0,4,0,4,3,0,1,3,1,1,2,2,1,0,2,0,3,2,2,2,0,0,1,0,1,1,1,2,0,0,0,1,0,2,1,2,1,1,0,1,3,0,4,0,0,1,3,0,0,2,1,3
"signal67",1,1,2,0,3,1,1,2,0,3,1,1,0,3,3,0,2,5,1,0,0,1,1,0,0,2,2,0,0,2,1,2,1,2,0,3,1,0,1,0,0,2,0,1,3,3,2,2,2,0,1,0,0,0,2,1,0,4,0,0,2,4,0,1,3,0,3,1,2,0,0,2,3,5,0,1,2,1,0,1,0,0,3,3,0,2,1,0,0,1,0,3,5
"signal68",8,0,0,0,4,0,0,1,0,0,0,5,3,3,2,0,1,3,0,9,0,3,1,0,0,0,3,0,0,0,0,1,6,1,0,4,0,6,2,0,0,0,2,1,1,4,2,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,5,1,1,0,0,0,1,0,12,2,2,2,0,1,0,1,0,3,1,4
