"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal11",1,0,0,1,3,10,3,12,9,3,5,1,2,0,1,3,0,0,28,3,10,10,3,0,5,0,14,0,0,1,21,1,1,1,4,1,8,2,0,0,1,0,6,12,3,2,1,0,0,2,5,5,7,3,0,0,6,0,3,4,24,2,4,5,4,15,3,4,2,11,3,3,5,0,1,1,0,5,1,7,4,0,5,0,3,0,7,6,2,3,5,2,2
"signal12",3,3,3,5,1,0,8,6,6,5,1,7,0,1,2,2,1,1,4,2,0,11,1,14,13,2,4,0,1,0,4,0,5,3,1,4,2,0,0,2,3,0,1,5,1,1,4,1,2,4,3,5,7,4,0,3,11,7,3,2,2,2,8,0,4,4,2,13,1,6,0,1,2,1,2,3,2,7,1,3,9,0,4,7,9,5,1,7,8,0,1,0,2
"signal13",0,6,9,3,0,0,16,2,4,1,3,1,5,0,3,8,5,0,14,6,8,0,3,1,8,0,2,0,0,0,9,0,4,1,2,5,3,0,2,1,2,1,1,1,0,2,1,0,1,22,4,9,1,8,3,2,5,0,5,0,5,4,2,0,5,4,1,4,0,5,5,3,3,0,12,3,0,17,0,8,0,6,5,4,9,8,5,11,6,3,2,2,3
"signal14",1,5,2,3,0,0,5,5,6,2,5,7,2,3,9,1,6,1,1,1,4,3,6,4,2,6,7,2,0,3,5,3,5,1,4,2,10,3,1,0,2,3,3,2,1,3,2,11,5,4,7,0,7,24,1,0,11,3,3,0,3,0,9,2,2,7,3,12,4,8,5,5,1,4,17,3,4,6,0,22,4,1,5,0,3,6,5,1,5,5,1,0,5
"signal15",3,8,1,5,3,1,3,11,2,0,0,1,0,1,2,5,2,3,11,2,2,3,11,4,10,1,4,2,0,5,7,3,1,2,9,9,3,2,2,0,1,0,4,7,2,0,11,3,0,2,2,7,3,4,2,1,10,1,1,2,6,3,7,3,4,20,0,8,3,10,4,2,1,3,19,3,6,20,3,0,17,1,14,2,18,7,5,18,5,0,1,1,1
"signal16",1,19,1,2,1,1,2,4,3,4,10,5,3,4,1,2,4,6,1,1,7,2,3,2,0,4,9,2,1,2,6,0,2,1,4,3,5,7,0,2,2,1,3,11,5,0,1,6,3,11,4,2,0,0,3,0,8,4,2,0,7,1,4,6,0,0,4,5,5,1,6,2,1,2,3,6,1,2,3,3,3,3,11,0,9,7,2,17,6,0,1,2,0
"signal17",0,9,1,0,4,0,7,3,1,1,9,3,5,0,0,13,1,1,11,3,2,3,2,20,4,8,14,3,0,2,2,2,0,2,9,3,29,2,3,2,1,0,0,8,2,3,0,1,1,2,8,4,8,2,2,1,4,0,3,2,1,3,9,3,2,9,1,3,4,3,6,3,2,2,10,2,1,10,4,10,2,1,9,2,1,4,3,13,10,3,0,1,5
"signal18",3,11,1,1,2,0,9,9,5,3,1,1,0,3,0,1,3,9,15,0,6,17,17,3,6,1,5,1,6,1,9,1,4,5,2,0,0,3,1,1,1,1,2,9,5,2,2,2,0,5,7,1,8,7,0,3,0,1,4,0,2,2,7,4,2,4,1,0,0,3,0,0,1,2,13,0,1,3,0,15,14,0,3,3,6,14,2,5,5,0,0,1,2
"signal19",7,2,2,1,1,3,5,4,8,3,5,2,0,5,2,1,5,0,1,2,3,5,12,0,14,0,7,2,1,0,7,0,0,0,9,5,11,1,3,4,0,2,1,1,3,1,0,1,0,2,6,4,8,1,2,1,1,3,2,0,7,0,6,4,1,0,3,12,1,12,4,2,8,3,1,1,5,3,2,2,3,1,3,1,2,9,3,15,0,0,1,3,1
"signal20",1,2,1,1,1,3,8,3,3,2,1,1,3,2,1,6,1,4,12,0,7,0,15,3,1,4,6,0,7,2,5,1,4,1,6,4,2,0,0,0,0,0,0,6,1,7,0,0,0,0,4,3,2,8,1,3,3,2,4,5,2,1,9,1,0,5,3,4,2,3,5,2,0,1,5,2,4,6,2,1,3,1,2,8,9,6,5,5,1,0,1,0,2
"signal21",4,2,1,1,2,3,3,4,4,0,1,5,4,1,5,7,0,1,19,1,3,9,4,3,4,6,4,2,2,1,3,2,0,5,3,0,0,0,1,0,1,4,4,9,4,1,6,0,6,12,1,3,2,5,1,4,4,0,1,1,2,1,4,0,1,4,2,2,2,5,11,2,2,7,6,3,1,2,6,6,4,0,13,1,12,1,3,8,3,0,12,4,2
"signal22",1,1,1,4,5,1,4,6,19,0,6,1,1,1,2,6,1,0,1,3,2,0,6,14,11,2,10,2,5,1,2,1,1,0,22,0,3,1,3,1,2,0,4,4,3,1,0,4,3,10,13,8,4,7,2,2,1,3,2,1,4,9,6,0,1,7,3,6,1,2,3,7,1,1,9,0,6,5,5,8,5,0,14,1,2,12,1,4,7,2,3,2,1
"signal23",0,2,0,0,0,4,12,2,3,0,1,3,0,3,0,3,1,0,2,1,1,24,5,3,9,0,6,4,6,4,6,2,2,4,6,4,1,0,0,0,0,0,2,6,0,0,2,1,0,3,10,11,2,3,4,3,4,3,5,3,3,3,6,0,2,10,3,5,0,3,5,0,3,5,0,0,3,7,5,5,7,0,4,2,8,3,3,6,1,1,0,1,1
"signal24",1,12,2,1,2,1,8,2,1,4,2,2,0,0,2,7,11,1,0,1,10,5,1,12,10,4,7,1,5,4,8,2,4,5,5,1,10,3,0,0,7,1,5,5,0,0,3,4,0,16,13,15,9,6,0,5,0,2,11,0,1,2,3,2,0,14,0,2,0,15,2,0,1,2,7,0,4,4,3,8,12,2,0,1,5,2,10,6,4,1,1,1,2
"signal25",0,6,3,1,1,4,6,9,10,0,6,2,5,1,3,3,0,0,8,1,3,5,5,7,4,1,9,3,7,4,11,1,2,0,3,3,7,0,3,0,2,0,3,5,6,2,3,1,0,0,7,1,1,10,1,1,1,1,2,2,0,6,10,3,2,7,4,2,1,5,11,1,1,2,9,1,3,10,4,6,8,0,2,7,6,4,4,14,0,0,1,0,0
"signal26",6,2,3,1,1,7,4,11,9,0,6,4,4,1,2,3,2,1,3,1,8,15,12,15,4,4,12,0,0,2,8,1,0,3,0,0,3,5,1,4,3,0,1,0,2,0,5,2,0,6,2,6,3,2,1,0,6,7,10,1,8,0,15,1,4,7,1,0,3,2,8,1,1,5,9,1,3,11,1,10,4,5,0,1,9,2,8,3,8,1,1,2,5
"signal27",0,1,4,1,1,1,4,0,15,2,3,3,3,0,3,5,4,1,5,1,10,7,15,3,7,2,12,0,3,0,15,0,2,3,20,0,2,6,1,6,4,2,1,2,2,1,2,3,0,9,3,3,10,0,0,0,7,1,10,2,1,0,6,2,0,0,0,9,3,7,3,4,1,1,9,4,2,4,1,8,4,0,4,0,14,6,7,0,1,3,4,4,1
"signal28",2,5,4,0,1,3,8,3,0,2,14,1,0,0,0,9,2,2,7,0,10,1,3,8,2,1,10,1,1,3,6,4,7,4,7,1,7,0,4,2,3,0,1,3,1,1,2,9,2,4,2,0,1,3,11,1,2,0,4,2,7,1,2,0,0,3,1,8,0,6,4,2,0,2,10,7,2,4,5,1,12,0,5,3,11,1,8,7,6,1,0,3,1
"signal29",0,6,2,0,0,2,18,10,13,1,16,1,1,2,2,5,3,4,5,0,9,2,19,3,12,1,13,2,2,1,6,0,4,4,14,3,1,3,2,0,0,1,2,4,3,7,1,1,1,12,9,4,7,0,0,3,3,3,3,3,2,2,4,2,0,8,1,13,2,1,6,6,3,0,14,1,0,4,1,0,8,3,3,2,7,18,0,0,2,2,3,1,0
"signal30",1,0,0,3,0,2,9,4,7,2,11,0,5,2,7,10,6,1,0,1,5,10,0,11,9,0,3,1,0,1,3,3,2,3,13,4,1,0,0,2,8,4,0,10,1,1,0,1,1,0,8,1,6,11,6,3,4,5,3,2,11,3,0,1,0,10,0,5,7,5,6,2,3,0,5,0,3,9,2,0,3,3,5,5,3,4,7,2,6,1,2,7,4
"signal31",2,0,0,2,2,2,2,3,4,1,7,0,1,3,2,14,2,2,11,8,4,1,4,18,6,3,8,0,1,6,1,3,2,0,17,4,2,4,0,0,0,0,2,2,0,0,6,2,5,0,11,0,9,0,2,3,2,1,3,2,7,1,1,3,2,4,6,3,0,2,4,2,11,0,8,2,4,7,1,7,2,0,2,3,6,7,11,12,0,3,2,2,0
"signal32",2,4,3,1,4,2,2,3,6,4,1,4,0,10,0,6,4,2,5,5,16,6,12,0,7,2,3,2,6,3,2,2,2,3,6,2,4,5,0,3,1,0,5,3,1,1,3,0,6,10,5,3,2,1,3,5,7,1,10,6,5,1,7,3,0,2,1,9,0,3,1,2,2,2,0,2,3,9,2,11,5,1,4,0,1,1,3,6,6,2,0,3,3
"signal33",0,14,1,3,3,4,7,1,10,2,10,5,1,1,0,1,2,2,0,5,6,25,11,2,9,0,1,6,2,0,6,1,0,3,14,2,0,1,3,0,2,1,1,13,5,2,3,3,0,0,2,24,9,5,0,0,10,2,7,1,2,1,9,4,2,14,1,7,4,5,4,0,4,6,1,4,1,4,1,9,19,12,0,1,2,13,1,4,10,1,0,5,1
"signal34",3,6,5,0,2,1,3,2,2,2,4,3,0,2,1,5,1,0,7,3,2,16,8,12,7,1,8,2,3,3,11,1,3,4,9,1,3,2,0,2,2,0,0,2,0,2,6,0,0,3,6,4,0,7,1,2,13,0,2,0,8,4,15,1,1,2,2,2,0,28,4,0,2,2,0,3,1,4,1,3,1,1,19,5,4,9,3,2,2,9,2,1,2
"signal35",1,2,4,2,4,3,4,0,10,2,6,6,0,2,1,13,3,2,8,0,3,3,2,2,5,2,9,0,4,3,3,0,9,1,7,0,3,2,7,0,2,5,5,1,4,0,0,0,1,0,3,6,3,0,1,2,4,0,5,4,6,0,9,1,1,1,0,5,2,5,3,5,1,3,17,2,3,19,0,1,6,0,4,2,7,2,6,11,2,1,1,3,0
"signal36",3,0,3,2,3,7,9,3,10,1,0,1,0,1,0,8,2,2,15,1,18,9,4,14,8,5,4,2,1,0,2,0,1,0,3,1,5,1,4,0,2,0,2,4,2,0,5,2,2,3,1,2,8,4,1,0,2,0,10,5,12,2,0,1,3,9,3,1,0,11,5,3,4,0,10,0,4,3,5,5,8,3,3,0,0,4,3,4,0,0,5,0,2
"signal37",4,10,0,0,2,1,9,6,3,2,3,1,1,3,2,9,1,1,2,2,2,1,3,1,2,0,7,0,7,3,2,1,3,1,8,2,3,0,2,1,3,4,2,19,3,1,0,2,1,6,10,6,5,3,1,2,11,2,12,2,4,8,4,4,3,4,0,7,2,19,3,0,0,2,4,12,1,21,0,1,13,1,12,2,1,7,9,11,11,2,0,2,0
"signal38",2,3,3,1,5,4,2,4,4,3,2,6,1,0,3,5,4,3,0,0,6,13,6,6,5,0,8,2,2,2,7,5,3,4,7,2,10,1,5,0,0,5,2,3,5,1,0,2,1,5,6,0,2,1,3,1,1,1,2,1,3,8,2,4,2,10,2,1,1,5,4,1,4,2,1,10,1,2,1,0,7,0,4,0,6,2,3,5,8,3,0,3,1
"signal39",1,13,11,2,0,3,3,0,8,0,9,5,1,0,0,7,0,0,1,0,12,0,10,1,1,3,5,2,2,0,8,0,1,1,11,2,19,0,1,2,4,1,0,12,3,0,0,3,4,1,7,9,3,2,1,2,2,2,3,2,10,9,1,3,1,3,0,2,3,2,6,0,2,2,4,0,1,5,2,1,4,0,24,3,12,7,9,9,4,4,0,1,4
"signal40",0,7,1,1,1,4,9,9,14,3,8,0,4,3,2,3,4,0,7,2,1,5,4,10,3,0,7,0,7,3,4,2,1,2,2,2,5,2,1,0,3,1,3,6,0,1,0,0,0,5,6,7,5,4,3,4,10,6,3,2,0,0,0,1,1,5,0,5,10,2,7,1,1,0,4,5,4,5,2,4,6,2,6,1,1,1,8,1,4,1,0,0,4
"signal41",2,9,1,0,1,1,6,1,4,1,2,0,0,1,1,10,0,3,9,2,3,19,7,2,10,2,8,0,2,3,7,3,3,0,0,2,3,2,5,0,2,0,1,9,8,2,1,0,1,3,2,1,1,6,4,0,19,0,13,3,1,0,1,0,0,2,0,2,0,3,2,3,2,2,6,2,0,4,1,9,18,0,13,0,4,4,2,1,5,9,1,0,4
"signal42",11,10,2,0,0,0,5,4,7,0,0,3,1,0,0,2,7,1,0,0,0,8,12,0,2,1,1,0,2,3,9,1,1,2,12,0,4,1,0,2,1,0,5,12,2,5,4,1,2,2,2,6,2,15,1,3,22,3,0,4,5,5,4,1,0,5,1,9,8,10,15,2,3,2,2,2,1,4,0,1,4,0,3,1,9,6,13,9,12,3,2,0,0
"signal43",2,1,1,0,2,0,6,3,3,0,4,0,1,1,3,0,12,0,6,1,5,6,5,2,8,1,3,1,4,3,12,0,2,2,5,1,3,2,3,4,2,1,1,2,2,2,5,1,3,1,11,4,18,4,6,6,9,2,27,1,27,2,15,1,0,3,2,1,2,5,2,1,3,1,8,2,4,5,0,15,3,9,9,1,12,5,6,1,5,1,3,2,1
"signal44",1,7,7,3,0,1,14,11,2,1,17,0,1,1,3,9,7,4,1,0,3,5,6,1,13,5,4,1,3,1,7,1,3,0,17,4,2,2,2,1,5,2,0,8,5,1,1,0,0,5,3,4,3,3,1,2,6,0,2,0,7,2,13,1,2,24,4,1,0,14,8,0,0,1,13,3,4,4,7,4,9,0,11,2,21,5,12,4,6,1,3,1,0
"signal45",3,2,4,2,0,0,1,8,5,3,8,1,0,0,0,2,0,0,10,2,5,17,6,4,21,3,1,1,4,3,8,2,2,3,6,1,4,2,4,3,2,0,1,6,0,4,1,2,3,7,4,0,2,6,1,0,8,3,33,1,2,6,6,6,0,5,3,3,3,9,4,4,5,0,3,3,0,1,1,0,7,5,11,1,0,2,1,10,7,2,2,2,0
"signal46",6,7,2,2,1,6,12,4,0,0,8,0,0,6,2,31,1,0,8,4,2,12,13,4,6,1,11,0,3,0,0,1,5,2,2,0,3,5,3,6,4,2,0,9,2,0,1,0,4,15,2,6,9,1,2,1,6,0,2,4,15,0,0,3,1,2,1,9,7,5,3,5,2,2,6,2,3,2,3,8,0,1,9,3,2,0,8,12,4,2,3,0,2
"signal47",4,4,2,3,7,1,8,10,20,3,12,4,4,3,4,5,0,1,7,1,6,3,2,0,3,2,4,4,3,1,6,2,0,1,8,1,1,2,2,0,6,2,0,6,1,4,2,1,0,20,4,2,4,1,0,3,14,0,4,2,4,2,1,4,0,1,2,5,6,4,11,3,1,1,11,2,0,14,3,2,6,4,3,0,2,7,2,6,6,2,1,1,1
"signal48",0,1,1,4,1,2,3,16,4,1,12,3,0,2,2,16,1,2,5,1,6,2,2,3,3,1,12,5,0,0,6,2,2,1,3,7,2,7,6,3,2,3,4,4,1,2,2,5,5,7,5,8,18,2,1,3,5,2,3,4,6,2,3,3,3,3,0,8,1,2,10,1,0,3,0,1,5,8,2,3,4,0,3,7,6,11,12,0,1,3,2,1,0
"signal49",1,5,0,1,1,0,6,10,7,0,12,3,0,2,2,1,0,2,8,1,11,11,5,0,3,0,6,8,0,0,4,6,2,3,4,0,8,1,1,2,3,2,0,5,4,1,1,2,2,4,7,5,14,13,1,2,9,0,11,2,1,2,4,1,0,11,4,6,3,3,6,1,0,1,8,2,0,10,7,17,1,4,9,1,6,1,10,12,8,1,2,2,0
"signal50",2,13,1,3,1,2,10,9,3,0,4,1,0,0,3,1,3,0,5,3,0,9,11,2,5,2,2,0,4,2,4,0,2,1,1,0,7,3,2,1,10,1,1,4,2,2,0,0,4,0,2,1,6,1,4,0,16,2,8,1,0,1,5,2,1,0,1,4,3,6,4,1,1,0,2,4,1,2,0,3,17,1,7,5,8,2,10,9,4,12,2,5,2
"signal51",3,0,4,1,2,1,0,0,0,5,0,2,3,0,1,1,1,2,1,0,1,2,1,0,0,0,4,1,3,2,0,2,4,5,0,5,1,5,2,0,1,0,1,1,0,6,1,1,1,2,2,2,0,1,4,2,0,3,0,2,1,0,0,2,3,1,9,1,2,0,0,4,3,0,3,2,5,1,1,0,0,6,2,3,1,0,0,3,0,3,1,5,0
"signal52",0,2,3,1,0,0,1,0,0,0,0,3,1,0,2,0,2,0,1,2,1,1,0,3,1,1,0,0,1,0,1,1,4,4,0,3,1,1,3,0,0,3,1,1,1,1,5,2,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,2,0,1,1,1,5,1,6,0,1,6,0,3,2,1,2,0,2,0,1,0,1,1,2,2,2,0
"signal53",0,3,3,1,0,2,1,0,2,2,1,0,2,10,1,0,2,3,1,0,0,2,0,1,1,3,0,2,3,3,2,3,0,2,0,2,1,4,1,1,1,0,7,0,2,0,3,5,2,4,3,0,1,1,2,5,0,3,1,6,0,0,0,0,1,1,1,1,5,0,0,1,3,1,0,6,0,1,2,1,2,3,0,2,0,1,0,0,0,6,1,4,2
"signal54",0,2,2,2,10,2,0,1,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,3,6,1,0,3,2,1,0,0,1,1,3,1,1,1,1,0,2,1,2,3,0,1,3,0,0,1,0,0,4,2,0,0,4,1,1,2,0,2,0,2,1,1,5,4,6,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,1,2,1,5
"signal55",0,0,1,4,3,3,0,0,0,0,1,3,0,0,1,1,2,3,1,0,0,0,0,0,0,4,0,3,5,1,1,5,2,1,2,0,0,0,2,1,4,0,0,1,5,5,1,3,1,0,0,0,0,3,0,1,2,6,0,0,0,2,2,2,1,2,1,0,3,0,1,2,2,0,1,4,1,2,0,0,0,1,0,1,1,0,1,0,1,0,0,3,0
"signal56",1,0,5,3,1,0,0,0,0,7,1,0,1,0,2,0,8,0,0,0,2,6,2,0,0,1,1,4,2,0,1,0,7,9,0,1,1,1,0,6,1,0,1,0,0,1,4,0,0,0,0,1,3,1,1,1,1,0,0,3,1,5,0,3,1,1,1,0,3,0,0,3,2,3,1,4,0,0,2,1,0,0,0,4,1,0,0,0,0,5,0,0,5
"signal57",2,1,1,0,1,0,0,1,0,0,1,2,0,0,1,1,3,1,1,7,0,0,0,0,3,1,0,5,0,1,0,2,1,8,0,5,0,3,1,3,2,0,2,0,1,0,2,3,0,3,0,0,0,1,2,1,2,5,0,2,0,4,2,0,4,3,2,0,2,0,1,1,0,2,0,1,3,1,1,0,0,1,0,2,1,0,0,1,0,2,1,0,1
"signal58",0,0,0,4,3,3,0,0,2,1,2,4,0,3,2,1,7,4,1,4,3,1,1,1,1,1,2,1,1,1,5,10,3,0,0,2,1,3,5,2,4,2,4,1,2,2,3,0,0,0,1,0,0,0,0,0,0,2,1,0,7,6,1,2,2,2,8,0,1,0,1,0,0,1,0,2,1,0,0,0,1,3,0,7,2,0,1,1,0,0,4,1,5
"signal59",6,0,1,2,2,1,1,1,1,10,1,2,4,1,0,0,2,0,2,2,0,1,1,2,0,6,1,1,5,0,3,1,6,3,2,1,1,7,5,0,3,5,1,0,1,2,1,0,2,0,0,0,2,1,1,2,2,3,2,5,0,0,2,0,2,0,7,0,4,1,0,3,0,1,0,1,4,1,1,1,0,0,1,2,0,1,0,0,0,4,0,2,5
"signal60",0,3,0,3,6,0,0,0,0,4,0,0,0,0,1,1,3,1,0,1,2,0,1,2,2,3,3,1,0,2,0,4,2,1,0,2,0,4,1,1,0,0,8,1,0,4,1,0,1,1,0,2,0,0,0,2,0,1,0,1,0,0,0,1,5,0,3,0,0,0,0,2,2,5,1,1,1,0,6,0,0,7,0,1,0,0,1,1,1,0,5,1,0
"signal61",0,0,1,3,1,0,1,0,2,4,2,0,1,1,1,0,1,0,1,2,0,3,0,1,0,3,0,0,1,0,0,0,1,3,1,0,1,2,1,1,2,1,0,0,3,3,0,5,3,2,1,0,0,0,6,5,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,4,0,4,1,0,1,1,3,0,1,0,2,1,0,0
"signal62",4,0,1,3,1,4,0,1,0,0,1,5,1,0,0,0,3,1,0,0,0,2,0,0,0,1,1,1,3,0,0,10,4,1,0,1,0,1,2,0,2,1,1,1,1,2,0,2,2,1,0,2,0,0,4,2,0,3,0,1,0,2,1,2,1,0,3,3,1,0,0,0,5,2,0,2,0,0,0,0,0,6,0,0,3,0,3,4,3,3,1,2,5
"signal63",0,0,0,6,2,2,2,2,5,2,0,0,2,1,1,0,2,1,0,2,0,1,0,0,2,2,0,7,2,2,1,2,2,4,0,1,0,0,0,1,1,0,0,0,2,2,4,3,2,0,0,4,0,1,1,0,0,5,0,2,1,0,0,4,2,0,4,0,1,0,1,0,1,6,0,1,2,1,2,0,0,0,1,1,0,0,1,0,0,0,3,4,3
"signal64",0,0,1,1,0,5,1,2,0,3,1,5,5,1,1,0,2,1,0,4,0,2,0,0,1,1,2,7,2,2,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,2,5,1,0,0,0,0,0,4,1,3,0,3,3,0,0,4,0,1,1,0,0,0,1,0,0,3,1,1,1,3,0,2,2,0,0,1,1,0,1,1,0,1,0,5,0,1,1
"signal65",1,1,1,5,3,2,1,0,1,0,3,1,1,0,0,0,0,2,0,1,0,0,0,1,1,8,0,2,4,1,0,5,2,5,1,1,0,1,4,0,4,4,5,0,2,0,1,0,0,1,2,0,0,0,2,1,1,1,1,2,1,0,0,4,0,1,3,0,4,4,0,2,3,4,2,1,1,2,0,1,0,2,1,4,0,0,0,4,1,0,6,0,0
"signal66",3,1,1,0,0,0,0,0,0,1,1,3,0,1,0,1,6,4,0,0,0,2,0,2,0,0,0,2,1,4,0,4,1,10,1,0,1,3,2,2,5,5,3,0,2,2,3,3,4,2,0,0,1,0,3,1,1,2,0,1,0,1,0,4,1,1,1,0,0,1,2,1,4,0,0,2,7,0,0,1,0,3,0,4,1,0,2,1,1,3,0,3,2
"signal67",1,0,3,3,2,2,2,1,0,0,1,3,1,1,2,2,2,1,2,4,1,0,0,0,1,3,0,1,0,0,2,0,3,5,1,2,2,2,0,2,0,1,1,2,1,0,4,0,1,2,2,0,1,1,0,3,1,2,0,2,2,3,2,0,1,0,3,0,2,0,0,5,3,0,2,4,1,0,1,0,1,5,3,0,0,0,1,0,0,2,1,0,0
"signal68",5,3,3,2,1,1,2,0,4,0,3,4,2,1,0,3,1,0,0,0,0,3,0,0,1,0,2,2,0,0,0,2,2,2,1,2,2,2,4,0,2,2,2,1,1,0,0,0,1,0,0,0,0,0,2,4,1,0,0,2,0,0,2,1,1,0,0,0,2,0,6,5,2,4,0,2,1,1,0,1,0,4,0,1,0,0,0,1,0,2,3,1,2
