"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal11",7,3,0,0,3,0,3,10,24,6,1,12,2,3,3,4,1,8,1,21,5,4,10,4,4,2,1,0,4,0,1,4,7,4,4,5,2,3,0,3,2,2,3,5,2,6,3,3,3,17,11,6,3,8,7,3,7,5,3,1,10,7,1,14,13,2,1,0,1,1,4,3,5,8,1,9,0,0,1,4,3,2,1,2,3,1,4,1,6,4,3,5,3,4,0,8,11,7,3,2
"signal12",2,6,3,0,4,1,7,13,2,6,0,2,2,1,0,3,2,7,3,3,9,0,4,18,4,0,2,0,1,1,0,5,1,6,21,4,2,3,6,4,0,15,3,3,3,4,2,2,0,8,0,2,0,2,2,9,0,8,1,0,12,3,2,7,2,2,1,1,0,1,5,3,0,2,22,4,3,0,8,7,2,5,0,1,1,2,4,0,2,15,7,4,0,7,2,2,7,0,12,3
"signal13",1,17,0,2,0,6,5,11,9,8,2,11,2,3,2,2,3,2,5,5,7,0,1,5,5,2,6,2,16,2,3,21,8,14,4,1,4,4,1,2,2,2,6,2,2,2,3,5,3,13,1,4,2,10,9,2,0,5,3,3,2,4,7,5,26,2,2,0,3,4,11,0,0,15,3,11,3,3,6,4,2,10,1,5,12,2,2,1,3,4,5,1,2,5,3,8,5,5,4,4
"signal14",17,8,4,2,0,7,1,5,5,10,0,3,1,1,1,1,6,2,2,8,13,0,6,17,10,0,11,2,2,0,0,4,0,3,6,5,6,9,4,2,0,3,5,2,4,3,1,7,0,14,3,8,1,5,9,21,1,6,2,0,5,1,7,6,2,11,3,0,0,2,7,3,1,5,2,10,1,0,7,6,3,7,3,4,20,0,3,3,10,4,5,3,3,19,3,13,20,3,0,6
"signal15",9,2,3,4,2,7,5,5,18,5,0,4,1,1,1,7,0,9,2,5,8,1,4,3,8,4,13,3,12,2,3,9,0,4,9,1,2,5,0,6,5,10,7,5,3,9,2,10,5,0,0,5,2,0,12,5,2,3,2,0,13,13,8,2,12,2,0,0,0,8,1,8,4,2,1,7,1,1,15,7,0,13,1,4,5,3,4,0,4,6,2,7,1,3,3,11,1,3,4,0
"signal16",4,17,2,0,1,2,2,2,9,5,0,12,1,1,1,2,0,2,9,9,16,0,1,14,8,4,9,1,8,1,8,6,10,3,6,13,3,2,2,0,2,9,3,12,10,8,2,7,2,4,3,2,1,4,2,8,1,8,0,2,5,0,3,5,1,3,3,3,2,9,4,3,4,3,6,7,2,2,10,6,1,10,4,4,2,1,4,2,1,4,3,13,4,7,0,5,16,1,14,1
"signal17",6,1,4,3,1,3,1,2,1,11,3,8,1,5,1,0,3,17,7,16,8,2,4,9,3,1,5,4,9,0,0,0,10,5,2,1,6,9,5,2,2,5,0,2,3,1,3,7,0,8,0,2,0,0,2,5,2,9,2,2,4,0,1,3,0,0,1,2,4,11,5,3,0,15,14,1,1,3,6,14,0,5,2,0,2,1,2,7,2,8,2,1,2,5,2,8,6,2,4,0
"signal18",15,3,3,5,0,0,6,3,5,12,0,14,0,1,2,0,0,9,7,1,0,0,9,11,11,1,9,4,0,2,1,1,11,5,2,6,20,4,2,1,0,11,1,2,2,1,3,10,1,0,3,12,1,12,4,4,8,9,0,1,11,3,6,2,3,1,1,1,0,9,3,15,0,3,4,9,6,0,10,4,1,4,3,4,3,1,2,0,2,9,5,11,1,13,0,3,7,0,15,1
"signal19",1,8,2,0,7,2,5,2,12,10,2,11,0,0,0,0,0,0,0,6,5,7,0,1,2,0,4,1,2,3,1,8,3,7,4,12,2,3,3,1,0,5,3,2,2,3,1,6,0,2,2,6,4,6,5,1,0,3,0,8,9,6,5,5,1,0,1,0,2,10,2,3,1,7,8,3,1,1,2,1,5,9,1,5,7,0,1,5,1,2,2,5,6,3,2,4,3,2,2,5
"signal20",3,1,0,0,1,0,4,10,11,9,4,2,6,0,6,4,0,5,16,1,3,4,4,0,1,1,2,1,4,0,1,4,5,2,6,5,11,6,2,7,2,11,1,1,6,6,1,0,5,6,5,0,0,8,3,1,12,12,2,2,1,2,10,15,15,2,5,0,2,2,4,2,2,6,4,0,1,3,2,0,3,14,3,1,3,5,11,2,1,3,8,1,0,12,5,12,12,2,5,2
"signal21",3,10,1,3,1,0,9,7,10,13,3,4,3,2,2,0,3,2,4,4,20,5,1,3,7,3,6,1,2,1,7,2,3,9,2,14,0,3,1,3,1,1,5,2,1,13,0,4,1,7,2,2,4,2,2,0,0,0,4,5,2,3,0,1,8,0,3,0,0,4,2,2,1,1,24,5,1,4,2,6,4,14,4,1,6,2,4,2,8,1,1,0,0,0,0,5,6,0,4,2
"signal22",3,4,1,4,4,6,11,0,3,1,6,11,0,2,4,3,2,0,3,5,1,3,12,0,3,3,7,5,5,2,0,4,5,8,3,3,6,1,1,0,1,5,1,4,3,0,2,4,0,3,4,14,0,5,1,12,0,6,2,0,16,4,8,2,7,0,0,2,2,24,3,5,1,10,5,1,4,1,8,3,3,9,7,4,8,2,4,5,5,4,10,5,0,0,7,3,13,2,2,0
"signal23",6,13,5,3,4,3,3,4,3,6,0,14,0,0,0,4,1,2,8,3,8,2,2,4,6,2,12,2,0,1,1,2,10,6,4,3,6,3,2,0,3,8,1,1,4,6,3,4,0,6,2,13,1,8,3,1,0,8,1,1,5,5,7,4,3,4,3,7,4,11,4,5,0,3,6,7,0,3,1,6,0,6,1,6,5,3,1,0,0,7,1,1,3,3,1,1,3,0,4,0
"signal24",18,9,0,0,3,2,7,4,9,9,1,7,4,4,2,2,0,2,20,0,7,5,7,0,5,1,12,1,8,1,1,17,11,9,5,8,3,1,5,0,1,7,1,0,1,8,6,12,6,3,2,6,1,7,5,4,1,7,1,1,13,1,4,2,14,6,0,1,0,6,3,2,1,1,6,19,1,4,11,7,1,0,3,0,8,3,1,0,2,11,1,4,1,13,0,12,3,1,6,0
"signal25",6,7,4,1,0,5,4,10,2,1,4,4,1,1,1,0,5,16,10,7,4,0,29,11,5,2,2,0,12,3,0,15,1,8,8,20,1,2,6,1,6,10,2,1,0,8,1,6,3,1,3,3,0,10,0,0,0,7,1,3,7,1,0,6,5,0,0,0,4,11,3,1,4,0,9,9,2,1,4,8,2,2,1,0,14,2,3,0,1,10,9,11,2,3,0,5,5,0,7,0
"signal26",0,6,6,3,2,1,18,7,3,10,0,3,4,1,1,3,1,4,11,6,2,0,5,3,3,3,8,1,7,1,2,0,27,3,2,1,0,1,1,1,2,20,7,1,0,0,0,3,11,2,0,1,1,6,7,3,1,1,0,1,8,9,1,11,6,0,2,3,7,4,4,10,0,12,1,5,3,4,7,3,1,6,1,0,8,1,0,1,5,0,2,7,7,1,1,19,5,4,1,4
"signal27",10,4,1,2,2,1,7,10,5,1,4,2,9,6,0,1,2,3,5,14,15,1,8,3,21,3,1,3,5,0,0,4,5,4,8,18,16,3,1,4,3,13,0,0,3,3,3,3,3,3,3,2,2,4,7,2,3,5,4,0,1,6,17,4,4,6,0,5,2,7,1,6,0,3,7,8,0,2,3,0,2,8,3,1,6,2,7,2,4,10,0,4,1,4,2,11,5,2,9,1
"signal28",7,5,3,1,1,3,3,10,19,6,0,15,4,1,1,0,0,12,2,6,6,4,6,7,19,3,10,4,5,1,0,4,2,0,8,1,6,11,6,3,1,14,3,2,1,6,2,0,4,1,2,16,2,6,7,4,0,11,0,6,5,1,6,12,3,2,3,1,2,4,4,20,0,3,6,0,0,2,7,7,0,3,1,1,7,0,1,3,4,14,6,5,4,11,1,3,1,1,12,0
"signal29",2,2,0,7,4,0,10,1,0,1,0,3,0,0,0,6,2,30,11,0,9,0,6,8,2,1,3,2,7,1,0,7,6,4,17,1,3,2,6,2,11,0,3,2,4,7,1,7,0,1,0,9,2,7,11,12,0,7,2,2,1,6,4,10,4,1,4,1,0,6,11,1,4,2,20,12,0,0,12,2,6,15,2,6,11,3,3,1,7,13,9,2,2,6,3,6,6,1,14,2
"signal30",8,3,0,5,1,1,3,5,0,15,1,2,0,0,5,4,0,3,3,10,12,1,3,7,10,0,2,1,9,0,1,1,5,7,6,0,7,7,3,2,4,5,1,2,0,1,0,3,3,6,2,2,3,11,12,1,1,4,0,2,1,10,8,10,14,6,1,0,0,5,5,0,5,6,25,11,0,3,0,1,6,5,0,3,4,0,3,6,5,0,2,8,0,6,1,4,13,5,5,3
"signal31",6,0,0,0,8,1,5,0,1,10,2,7,1,1,1,3,4,8,14,3,7,4,5,4,2,4,17,6,6,1,4,4,2,9,19,22,1,5,1,3,1,8,1,4,0,1,5,3,3,6,5,1,2,3,3,2,1,9,2,0,6,4,5,3,0,3,3,1,6,3,0,8,2,8,5,9,3,5,2,6,4,9,1,1,5,0,2,2,4,2,2,2,2,18,5,0,7,1,3,5
"signal32",0,0,3,4,2,4,11,6,2,6,2,2,10,4,2,10,2,6,0,0,9,3,2,4,9,0,2,1,22,12,3,1,1,4,0,5,10,8,1,0,4,5,1,6,0,5,1,13,3,4,2,1,3,3,3,2,1,5,2,4,1,12,0,0,1,1,1,3,3,15,2,2,7,2,5,11,5,0,17,4,0,2,1,0,3,3,0,0,2,7,4,3,2,10,3,0,9,1,5,0
"signal33",3,5,2,2,1,5,2,7,17,5,3,19,0,0,2,0,1,9,2,1,6,0,2,3,8,0,9,0,9,2,3,16,10,7,4,6,0,4,1,3,0,8,2,2,5,2,8,5,3,3,3,5,1,2,4,6,2,3,0,0,3,4,5,4,10,0,2,0,2,4,6,0,5,4,6,3,0,1,8,4,1,0,0,0,10,5,5,2,0,3,10,0,3,1,0,11,5,3,10,0
"signal34",10,2,4,0,5,2,8,9,3,1,0,4,1,1,0,0,5,1,7,10,10,0,3,6,3,3,6,0,6,0,1,3,7,16,6,6,3,2,2,0,0,3,0,0,0,7,0,15,3,6,2,5,0,8,5,3,0,6,1,3,11,5,13,3,6,2,1,2,0,3,1,8,2,9,10,2,0,2,11,9,2,21,0,0,7,7,0,0,3,8,0,4,1,13,0,11,5,0,1,4
"signal35",6,5,5,2,0,3,9,11,11,6,0,6,0,2,1,3,1,17,6,3,5,1,4,4,9,1,14,1,1,3,2,13,4,5,3,6,13,6,2,1,0,8,2,2,2,7,5,8,4,7,2,10,1,12,1,1,5,3,1,5,5,0,7,2,5,2,0,0,0,7,4,1,1,2,4,3,8,1,10,8,3,8,0,1,5,1,1,4,6,1,24,9,0,2,0,7,1,1,1,3
"signal36",2,3,2,4,3,0,14,0,1,15,6,13,1,3,3,1,1,1,13,7,19,0,9,11,4,0,2,3,1,0,0,0,12,0,10,1,1,8,1,2,2,1,3,0,1,6,4,12,0,0,1,8,4,5,1,12,3,0,0,3,8,1,7,9,3,0,1,2,0,5,3,5,3,4,18,1,4,2,8,2,1,3,4,0,0,2,2,2,4,4,5,6,0,4,0,24,7,5,7,3
"signal37",9,4,4,0,1,4,0,7,3,3,1,14,1,0,4,1,2,2,11,2,10,5,2,11,8,1,3,1,17,1,4,3,3,7,1,18,3,8,4,4,1,4,0,2,1,2,3,3,3,6,0,5,0,1,1,5,2,7,2,1,9,13,0,5,0,0,0,1,1,4,6,9,3,6,2,5,0,1,23,13,1,5,4,4,5,2,1,2,5,6,3,1,0,8,0,4,6,0,0,4
"signal38",5,9,1,0,1,1,6,1,4,3,0,2,0,1,1,4,0,7,9,5,3,6,3,7,0,1,5,1,10,1,3,7,6,5,8,3,3,2,3,1,2,10,1,1,4,9,4,3,1,1,0,6,4,2,19,0,6,6,0,0,1,1,2,2,2,1,0,0,0,7,7,5,3,9,2,1,4,1,18,0,4,3,0,1,19,1,9,1,1,10,30,8,5,3,0,0,5,1,7,0
"signal39",0,8,1,0,0,1,14,3,0,0,0,8,4,0,2,1,1,1,1,5,10,1,2,9,1,3,7,4,4,0,2,5,1,11,12,6,15,3,0,0,1,3,1,3,0,3,3,22,3,0,4,5,5,4,4,2,1,4,3,2,1,2,6,1,7,2,0,1,6,6,2,9,2,2,3,3,0,1,4,9,1,13,4,4,7,0,2,1,2,5,1,3,0,7,0,6,3,1,1,1
"signal40",0,5,1,3,0,12,3,6,3,5,3,5,0,3,1,1,1,12,3,3,3,4,8,10,5,1,6,3,11,2,1,5,2,5,8,12,3,7,0,4,0,4,0,6,2,3,1,0,1,0,1,20,2,1,11,2,1,3,6,0,4,2,8,2,15,2,0,0,0,0,8,6,0,6,1,4,2,1,4,7,1,8,2,4,5,0,6,2,7,9,6,12,2,6,0,5,4,3,5,1
"signal41",4,7,7,3,0,1,14,11,2,3,2,6,3,2,1,1,0,8,9,17,7,0,0,3,5,2,1,6,13,1,0,3,5,3,8,4,10,5,4,0,2,6,1,5,2,1,3,17,0,8,1,2,2,14,8,3,1,2,2,2,4,2,1,7,7,5,2,10,4,17,0,14,4,0,0,4,5,3,12,4,7,4,3,0,11,2,7,0,8,7,4,4,3,4,0,10,1,4,5,3
"signal42",8,4,0,0,0,1,2,1,10,3,2,17,2,2,7,1,1,6,4,6,8,2,7,8,6,1,4,2,12,4,2,0,4,6,2,9,5,5,3,3,0,0,1,2,1,0,2,2,0,17,0,3,1,0,8,6,0,7,5,2,5,3,19,12,1,2,3,1,3,9,4,9,5,1,3,7,0,0,3,0,3,14,0,0,7,1,0,3,7,5,4,6,0,14,2,4,4,1,16,0
"signal43",3,4,0,3,0,0,20,31,3,2,4,10,0,5,3,6,5,1,0,5,5,2,3,5,0,4,15,0,6,3,0,6,5,6,0,2,9,15,0,0,3,3,0,1,4,16,1,9,5,5,2,6,2,8,2,8,2,5,0,1,9,10,4,0,8,3,0,0,1,1,6,10,1,5,9,16,1,3,10,20,3,12,4,4,11,2,4,0,7,1,4,3,2,4,1,21,11,3,5,2
"signal44",7,7,2,0,1,0,8,1,3,18,0,12,2,2,3,2,1,6,1,4,5,0,7,8,2,1,2,3,14,0,1,7,4,7,1,12,3,9,2,2,1,6,3,1,0,11,2,1,5,3,0,6,4,3,1,2,3,2,2,1,4,5,4,4,3,0,1,4,1,7,3,16,1,3,12,10,7,0,8,6,0,1,4,0,1,1,2,0,7,3,9,12,7,15,1,6,5,1,11,4
"signal45",6,6,0,2,6,2,11,6,5,11,0,9,2,3,3,3,2,7,7,0,10,1,2,8,0,1,12,3,6,1,1,0,3,18,9,11,12,0,0,3,2,4,0,1,1,0,1,4,0,6,2,3,1,3,2,5,2,6,0,0,5,6,8,3,11,3,4,1,0,6,20,7,0,4,15,3,1,0,6,6,4,6,3,2,3,1,4,1,4,7,5,4,3,5,6,13,2,2,9,0
"signal46",11,7,0,2,1,1,2,11,11,6,3,3,2,1,0,1,4,6,3,10,17,1,1,12,2,1,7,2,7,0,2,13,2,9,3,4,10,9,0,0,1,3,0,0,3,1,3,1,2,12,5,5,0,7,6,2,1,2,1,3,5,2,1,4,8,0,1,2,2,1,6,2,0,2,7,12,1,0,12,5,1,4,2,2,2,0,4,0,2,1,6,1,4,3,6,15,5,2,4,0
"signal47",1,3,2,2,1,0,5,4,10,1,0,2,0,0,4,1,1,0,3,17,2,2,10,8,2,5,9,1,31,0,5,4,3,3,12,9,3,4,4,2,2,12,2,3,0,6,2,4,2,8,0,4,4,6,5,2,0,22,1,3,2,3,0,5,11,5,1,5,2,12,4,1,1,1,4,4,0,6,5,5,1,10,5,5,2,2,4,2,0,12,2,4,2,3,0,8,6,9,5,2
"signal48",4,6,4,3,0,5,7,13,4,4,1,6,6,4,3,2,0,5,15,4,10,3,12,1,0,5,9,1,1,0,3,12,2,0,8,2,1,0,2,5,2,1,0,1,0,11,0,2,0,15,5,14,1,4,12,3,1,9,0,0,13,4,15,2,1,5,1,4,0,9,1,7,2,2,4,14,0,7,1,5,2,5,1,1,10,3,0,3,2,6,7,2,2,9,1,4,12,2,8,4
"signal49",6,5,2,2,1,0,1,1,7,8,0,10,2,2,0,2,10,5,3,6,7,1,2,4,5,2,8,4,10,4,2,4,7,2,6,2,7,8,4,1,1,4,0,7,1,6,0,11,4,8,9,10,0,3,7,6,5,2,3,2,13,8,12,0,3,0,1,1,6,3,8,12,1,8,6,5,3,1,1,15,3,3,0,2,8,3,0,2,3,4,5,1,0,16,2,7,9,1,10,4
"signal50",2,0,6,10,2,2,25,1,2,4,0,5,5,3,1,1,1,4,1,2,4,0,7,3,10,2,2,1,11,0,0,10,9,2,1,3,7,5,6,0,1,3,0,0,4,16,2,11,1,4,3,14,1,8,5,18,4,17,1,4,4,5,2,8,4,1,0,0,5,7,6,4,1,4,7,10,2,2,9,3,1,7,2,3,7,0,1,0,7,21,0,1,1,2,1,6,3,0,3,1
"signal51",0,0,3,4,0,0,0,0,0,0,4,0,3,5,1,3,5,1,0,2,0,0,0,0,0,4,0,0,1,5,5,0,1,0,0,0,0,0,5,0,1,2,6,2,0,0,2,2,2,0,5,0,2,1,0,1,2,1,0,3,1,0,2,0,0,1,1,0,1,1,0,1,1,1,0,0,3,0,0,0,5,1,1,0,0,1,1,7,1,0,0,0,2,0,8,0,0,0,2,14
"signal52",2,0,0,1,2,4,1,0,1,0,7,3,2,1,2,1,0,3,0,0,0,0,0,0,2,0,0,2,0,3,9,1,0,0,1,0,0,2,2,5,2,1,1,2,1,0,3,0,1,1,2,1,2,2,0,0,2,1,2,0,0,2,1,0,0,0,0,5,0,0,2,0,3,0,0,0,0,1,1,0,0,1,2,0,0,1,2,3,0,1,3,0,1,0,1,3,0,0,2,0
"signal53",0,0,2,1,8,1,2,0,1,0,3,0,0,2,1,1,0,0,1,0,3,1,0,0,1,2,0,4,1,0,2,0,2,2,0,2,3,1,0,2,0,1,1,0,2,0,1,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,0,0,0,2,0,4,3,1,0,0,5,0,2,1,0,3,1,1,7,2,5,4,3,4,4,3,1,0,2,0,1,0,12,4,1,0,0,2
"signal54",1,2,5,2,4,2,2,1,0,1,3,0,0,0,5,0,2,0,0,0,0,2,1,0,7,6,1,2,1,6,8,0,0,0,1,0,0,0,2,2,1,0,0,1,2,1,1,2,7,0,2,1,0,0,1,0,5,2,0,1,1,1,0,1,1,2,10,2,2,1,0,0,2,1,0,2,2,0,1,1,4,0,6,1,0,5,0,7,0,2,1,2,1,1,7,3,0,3,2,1
"signal55",0,0,2,1,0,2,0,0,0,2,3,0,2,3,3,6,5,0,0,2,0,2,0,3,0,4,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,0,2,1,1,0,4,0,2,2,0,3,0,1,3,0,0,0,0,4,0,0,0,0,0,2,3,1,0,0,2,0,3,2,2,1,5,1,0,1,0,2,2,1,0,2,0,4,0,0,0,0,8,1,0,1,0,0,0,4
"signal56",0,2,1,0,0,2,0,0,0,0,1,0,2,1,5,0,3,0,0,0,0,2,1,2,1,1,0,1,3,2,1,3,0,0,0,0,1,1,2,0,5,0,0,0,1,0,3,0,0,1,0,2,4,2,0,0,1,0,0,1,0,1,1,0,3,2,4,2,3,0,0,0,0,0,0,0,3,4,0,1,2,0,1,2,0,0,2,3,1,0,2,1,5,1,1,0,0,6,3,0
"signal57",0,1,1,7,0,1,0,0,0,0,1,0,1,2,0,2,2,1,1,0,0,4,0,4,0,1,0,2,3,1,2,0,1,0,0,0,2,0,1,3,1,2,1,2,0,0,2,2,1,0,0,0,3,0,0,0,2,2,0,1,0,0,1,0,1,0,1,10,4,0,0,0,0,0,1,0,2,1,0,1,1,0,0,2,0,4,1,4,0,0,2,0,1,1,1,0,0,2,1,2
"signal58",0,0,3,5,1,2,0,0,2,1,0,1,0,0,0,1,1,2,0,0,3,1,3,4,3,3,0,2,2,0,1,0,2,0,0,2,2,5,2,1,0,0,1,1,0,1,1,0,2,0,3,0,0,2,1,0,7,1,2,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,3,2,0,0,9,0,5,1,0,1,5,1,0,1,0,0,4,0,1,2,0,1,0,3
"signal59",0,0,6,1,1,2,1,1,0,0,0,1,1,0,1,3,0,0,0,1,1,3,0,0,0,1,0,5,1,6,0,1,1,2,2,0,0,0,2,1,1,2,1,7,0,0,2,0,5,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,4,1,3,0,1,7,0,2,4,0,1,1,2,0,0,0,0,0,1,1,0,1,3,0,4
"signal60",0,0,0,1,3,0,1,1,0,1,1,2,0,1,1,1,3,0,2,1,1,3,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,2,4,8,0,2,4,1,0,5,1,5,1,1,0,1,1,0,2,4,2,0,2,0,0,0,0,1,5,2,1,1,0,0,1,1,1,1,1,0,1,2,0,3,1,2,4,4,1,2,3,2,2,0,0,4,0,3,0,1,2,1,0
"signal61",0,0,8,2,0,6,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2,4,0,0,0,7,1,2,0,0,0,0,0,1,2,4,1,4,3,0,2,1,2,1,5,2,3,0,2,0,1,2,4,2,0,0,1,0,1,0,1,2,1,1,1,1,0,2,1,1,1,0,0,2,2,0,4,0,0,2,3,0,0,2,0,1,0,1,2,0,3,1,1,3,0,3
"signal62",1,0,1,3,3,2,1,2,1,0,0,1,3,1,1,2,4,0,0,2,1,2,0,0,0,3,1,0,0,0,0,2,0,1,3,1,0,2,2,0,2,0,1,1,6,0,0,1,0,0,3,2,1,1,1,0,3,1,2,0,0,2,1,2,0,1,2,3,0,1,0,0,5,1,0,2,4,1,0,0,0,1,5,8,0,0,0,4,0,0,1,0,0,0,5,3,1,2,0,1
"signal63",2,0,9,0,6,4,0,0,0,3,1,0,1,0,1,6,1,0,1,0,2,2,0,0,0,2,1,2,1,2,5,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,5,1,1,0,0,0,1,0,6,5,2,4,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,2,1,1,2,0,0,0,0,1,2,0,0,1,0,7,0,1
